c,c,c,c,c,c,c,c,b,b,b,b,c,e,e,e,e,e,e,g,c,b,b,b,b,b,b,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,b,e,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,g,b,e,e,e,e,j,i,l,l,d,f,f,i,d,k,l,e,h,g,b,e,h,g,g,g,b,b,b,b,e,j,j,j,i,l,l,d,f,f,i,g,g,b,e,h,b,e,d,k,l
1929.6,3238.3,3410.5,3566.3,3694.5,3862.5,4036.1,4164.4,4316,4487.5,4669,4826.6,4982,5136.2,5294.5,5456.3,5608.8,5754.2,5902.8,6071.8,6257,6415.2,6554.8,6700.2,6841.8,6994.8,7148.8,7311.6,7461.5,7600.9,7745.4,7882.1,8026.3,8181.5,8265.9,8367.9,8496.9,8588.3,8711.6,8838.3,8972.4,9087.1,9157.8,9308.5,9431.3,9549.6,9620.6,9773,9912.2,10043,10165,10307,10440,10583,10713,10841,10986,11131,11282,11430,11516,11616,11745,11836,11962,12091,12228,12347,12421,12617,12740,12874,13052,13211,13332,13485,13633,13768,13895,14050,14135,14237,14366,14458,14585,14715,14846,14962,15034,15203,15335,15496,15642,15777,15915,16075,16242,16437,16573,16692,16837,16978,17127,17264,17412,17570,17715,17800,17903,18034,18129,18256,18397,18546,18702,18852,18980,19109,19240,19371,19507,19635,19705
1955.6,3263,3450.5,3602.6,3737.3,3898.8,4072.4,4219.2,4392.4,4560.1,4739.4,4890.3,5014.5,5195.1,5356.5,5524.5,5668.9,5817.6,5961.3,6120,6298.5,6468.4,6625.9,6765.8,6914.4,7067.8,7222.3,7380.6,7528.2,7662.8,7814.1,7959.4,8105.3,8241.6,8335.7,8437.9,8548.8,8678,8804.7,8899.2,9026.7,9149.8,9227,9368.2,9486.7,9610.6,9688.1,9833.8,9954.2,10087,10229,10372,10508,10646,10780,10921,11066,11211,11361,11490,11586,11685,11802,11928,12059,12151,12283,12408,12490,12662,12796,12912,13095,13243,13395,13550,13694,13832,13975,14110,14207,14306,14424,14550,14679,14776,14905,15023,15103,15256,15375,15533,15686,15840,15957,16121,16284,16484,16622,16759,16903,17049,17197,17343,17491,17650,17775,17872,17975,18088,18224,18355,18455,18592,18749,18897,19036,19148,19286,19436,19558,19693,19773
