g,c,c,c,c,c,b,b,b,b,b,b,b,b,c,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,d,k,l,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,b,e,h,d,k,l,e,h
2509.5,2684.2,2907.4,3039.1,3183.8,3323.3,3453,3592.1,3742.9,3894,4055,4198.2,4367.7,4497.3,4661.3,4792.2,4939.2,5085.8,5221.5,5362.2,5496,5632.4,5777.1,5919.5,6005.9,6107.2,6232.6,6323,6448.6,6576.1,6711.3,6827.7,6900.1,7051.9,7188.2,7307,7381.1,7534.4,7663.8,7808.8,7951.3,8037.9,8137.3,8264.9,8356.2,8477.6,8603.7,8741.3,8855.6,8931,9078.2,9213,9331.5,9404.7,9560.9,9704.3,9818.8,9945.6,10012,10195,10315,10463,10596,10740,10891,10977,11079,11204,11297,11423,11553,11688,11808,11884,12033,12168,12336,12468,12593,12729,12864,12989,13060,13218,13362
2550.3,2714.5,2935.2,3071.3,3215.5,3364.4,3508.1,3655.9,3808.9,3962.5,4119,4265.1,4407.7,4557.7,4685.6,4852.6,5000.9,5145.1,5281.9,5422.7,5561.4,5709.7,5853.9,5977.3,6073,6172.7,6282.9,6417.2,6537.6,6632,6770.2,6885.5,6962.4,7112.1,7244.1,7364.1,7445.1,7597.2,7738.7,7885.8,8008.2,8104.6,8203.6,8317.8,8447.1,8570.1,8662.9,8794.6,8913.5,8994.1,9138.5,9268.8,9391.2,9472.5,9621.9,9744.8,9878.2,9995.8,10076,10233,10374,10525,10675,10815,10949,11043,11145,11260,11388,11519,11616,11744,11869,11946,12090,12205,12371,12508,12654,12770,12918,13042,13123,13281,13400
