e,c,c,c,c,c,b,b,b,b,b,b,b,e,e,e,e,e,e,e,h,b,b,b,b,b,b,b,b,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,h,b,e,h,g,g,e,h,g,g,b,e,h,b,b,b,b,b,g,e,g
1996.9,2163.8,2288.2,2460.9,2605.3,2748.5,2884.2,3037.6,3193.2,3328.1,3478.2,3608.8,3747.6,3912.9,4059.5,4207.6,4357.3,4502.8,4638.6,4789.8,4960,5103.7,5230.3,5368.4,5513,5654.9,5796.9,5935.8,6081.9,6234.5,6378.8,6526,6669.5,6805.9,6946.8,7094.9,7179.5,7277.6,7404.2,7495.2,7618.7,7742.3,7880.6,8002.7,8070.7,8220.6,8343.6,8487.7,8628.4,8775.2,8860.6,8965.1,9129.2,9271,9398.4,9535.2,9679.8,9819.2,9962.6,10105,10244,10396,10548,10668,10803,10912,11048,11198,11347,11488,11641,11778,11916
2038.8,2196.4,2338.3,2506,2650.8,2806.1,2952.1,3112.4,3259.7,3403.1,3544,3677.2,3819.4,3980.9,4122.1,4270.2,4421,4578.2,4697.6,4848.5,4996.1,5151.4,5291.8,5440.1,5591.3,5728.8,5870.7,6011.5,6156.2,6300.2,6444.9,6590.9,6737.4,6884.9,7027.2,7155.1,7247.7,7347.4,7460.4,7586.9,7711.4,7805.3,7934.5,8051.4,8121.5,8284.7,8424.6,8567.7,8709.8,8838.7,8935,9035.7,9164.7,9320.3,9458.9,9578.3,9721.4,9866.2,10028,10144,10283,10441,10590,10728,10847,10974,11122,11276,11422,11562,11670,11842,11964
