g,c,c,c,c,c,c,c,b,c,b,b,e,e,e,e,e,e,e,j,j,j,j,i,l,l,d,f,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,g,c,e,e,d,k,l,e,h,b,e,j,i,l,l,d,f,f,i,d,k,l,g,g,h,g,g,h,d,k,l,c,e,h,g,b,b,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l
2901.4,3049.6,3187,3340,3462.7,3597.4,3760.8,3950.8,4116.7,4299.4,4447.1,4623.7,4801.2,4971.8,5123.2,5266.2,5426.1,5583.6,5743,5884.3,6041.1,6202.8,6351.6,6514.4,6601.8,6704.9,6831.7,6924.7,7128.1,7274.6,7432.3,7580.9,7732.7,7875.9,8017.6,8168.8,8320.9,8409,8514.2,8641.7,8735.2,8862,8990.1,9125.6,9252.8,9322.6,9477,9612.9,9783.5,9911.9,10052,10197,10346,10500,10587,10694,10823,10915,11047,11180,11320,11434,11502,11704,11833,11967,12090,12216,12282,12521,12665,12806,12945,13089,13209,13286,13438,13570,13716,13851,13988,14153,14242,14345,14476,14573,14699,14831,14976,15094,15171,15375,15543,15704,15876,16037,16185,16316,16437,16508,16713,16846,16986,17146,17314,17445,17592,17748,17884,18037,18185,18348,18434,18541,18672,18768,18899,19032,19173,19311,19376
2936.7,3081.9,3222.8,3383.5,3507,3644.1,3810.1,4025.2,4187.5,4368.4,4516.5,4698.5,4860.4,5031.2,5182.2,5330.6,5489.2,5651.1,5820.2,5961.6,6123.3,6278.1,6434.4,6574.8,6671.6,6774.6,6886.6,7020,7183.8,7338.9,7499.2,7646.5,7792.7,7939.7,8099.3,8251.8,8386.6,8477.6,8579.4,8699.2,8823.6,8954.3,9052.3,9182.5,9292.3,9367.9,9539.8,9651.1,9828.8,9972.4,10133,10279,10427,10565,10658,10760,10877,11012,11145,11240,11374,11497,11579,11741,11897,12006,12146,12268,12346,12565,12717,12874,13012,13149,13270,13354,13498,13607,13763,13917,14068,14214,14310,14415,14532,14663,14799,14892,15029,15161,15238,15419,15577,15743,15922,16093,16222,16367,16499,16574,16759,16906,17026,17197,17363,17516,17662,17817,17970,18118,18271,18407,18507,18610,18725,18861,18993,19097,19227,19363,19447
