c,c,c,c,c,g,g,c,l,g,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,g,b,b,b,b,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,c,g,h,g,g,b,b,b,b,b,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l
1981.5,2127.1,2273.6,2411.5,2556.4,3221.4,3406.9,3572.9,3729.5,4218.6,4402.4,4550.9,4690.2,4832.7,4978.2,5118.3,5254.8,5398.7,5547.2,5690.9,5776.6,5877.6,6004.6,6094.6,6217.9,6347.8,6482.7,6595.6,6667.6,6820,6955.8,7116.6,7231.9,7371.1,7516.4,7658.3,7798.8,7938.2,8077,8223.8,8380.8,8524.2,8663.9,8793.8,8936.6,9088.4,9239,9323.6,9425.7,9553.9,9643,9769.8,9895.3,10027,10141,10212,10415,10546,10690,10852,11013,11180,11312,11460,11609,11763,11910,12061,12205,12339,12470,12619,12775,12859,12965,13092,13185,13316,13447,13578,13702,13772
2017.4,2168.7,2315.6,2453.1,2604.8,3263.7,3454.5,3610.9,3760.5,4268,4468.3,4621.1,4763.6,4892.4,5052.6,5182.8,5333.4,5474.8,5621.7,5748.8,5841.1,5944.5,6056.4,6190.6,6314.8,6407.4,6536.3,6653,6734.3,6879.1,7007.3,7164.1,7300.8,7440.3,7581.6,7723.2,7866.2,8010.4,8150.1,8300.6,8441.6,8589.4,8728.7,8867.8,9016.6,9164.4,9299.4,9392.7,9492,9606,9738.7,9866.4,9958.1,10086,10207,10283,10456,10589,10735,10896,11055,11228,11384,11532,11683,11835,11981,12127,12270,12400,12550,12702,12836,12929,13030,13147,13282,13413,13502,13635,13763,13845
