g,c,c,g,g,g,c,c,c,c,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,g,c,g,g,b,e,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f
1995.5,2173.7,2352,2514.8,2772.2,2961.2,3106.4,3235,3376.6,3508.2,3656.8,3816.1,3976.2,4118.4,4264.2,4407.8,4540.9,4682.5,4817.4,4956.8,5089.2,5230.7,5374.7,5459.5,5556.1,5678.4,5770.6,6813.5,6962.5,7103.3,7249.2,7400.5,7525.5,7660,7809.9,7893,7992.8,8121.5,8211.8,8333.8,8458.6,8587.4,8698.7,8769.8,8921.1,9045.6,9192.6,9339.2,9489.1,9573.2,9670.6,9799.4,9888.1,10009,10134,10273,10385,10456,10605,10733,10883,11038,11124,11223,11351,11444
2028.4,2201.4,2378.6,2554.3,2813.7,3007.8,3144,3275.5,3424,3568.9,3720.7,3886,4036.7,4179.4,4324.9,4470.5,4601.5,4746.5,4887.4,5030.1,5168.3,5311.2,5432.6,5524.5,5626.2,5732.8,5861.9,6849.1,6997.8,7129.4,7291.5,7443.1,7586.8,7735.1,7867.7,7960.9,8060.9,8172,8304.9,8427.8,8517.4,8635.1,8760.3,8836.8,8979,9124.8,9275.9,9420,9549.9,9641.3,9737.8,9850.5,9979.4,10101,10199,10325,10445,10523,10667,10812,10964,11101,11191,11292,11398,11485
