b,g,g,c,c,c,c,b,b,b,b,g,e,e,g,b,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,e,j,j,i,k,l,d,f,f
99.438,300.59,571.19,719.41,856.28,996.78,1149.1,1284.7,1460.2,1626.6,1778.2,1998.6,2150.1,2300.2,3395.7,3556.5,3661.3,3801.2,3942.8,4095.2,4235.4,4393.6,4532.6,4703.7,4820.9,4962.6,5108.4,5252,5422.6,5566.9,5707.9,5847.2,5995.4,6146.4,6297.4,6387.7,6487.7,6610.7,6704.4,6826.5,6958.9,7096.2,7211.8,7282.2,7480.2,7596.3,7748.9,7880.6,8023.8,8171.7,8257.3,8363.9,8489.8,8581.9,8711.1
150.72,346.56,605.22,757.88,885.12,1035.3,1179.2,1349.8,1496.8,1657.9,1838.5,2049.2,2199.2,2360.8,3435.8,3577,3728.1,3864.3,4009.4,4164.9,4302.3,4437.8,4582,4736.4,4879.9,5027.9,5170.7,5319.1,5486.2,5631,5770.8,5925.8,6071.4,6226.5,6355.8,6453.7,6554.5,6665.8,6799.2,6924.4,7019.7,7150.1,7271.5,7357.1,7514,7657.8,7823.7,7963.2,8105.6,8232.3,8329.4,8432.9,8545.9,8673.9,8755.3
