c,c,c,c,b,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l
4078.6,4235.2,4361.5,4505.8,4628.5,4772,4915.1,5067.9,5209.3,5238.7,5351.2,5504.7,5653.1,5792.1,5928.4,6069.2,6209,6348.7,6479.8,6615,6759.5,6842.4,6940.9,7066.3,7156.9,7277.7,7399.9,7534.7,7646.3,7717.7,7864.8,7991.5,8099.8,8220.9,8356.5,8500.4,8647.4,8731.2,8829.3,8954.5,9044.5,9166.9,9290.4,9421.6,9531.7,9604.8,9756.2,9882.5,10027,10177,10327,10411,10509,10637,10729,10852,10979,11118,11232,11307,11455,11587,11718,11840,11982,12119,12259,12393,12523,12664,12807,12958,13044,13147,13283,13374,13502,13629,13764,13877,13954
4102.1,4269.5,4394.7,4549.7,4691.4,4841.1,4980.8,5134.1,5230.6,5279.3,5413.8,5564.6,5727,5853,5988.5,6135.8,6274.7,6412.1,6558.4,6694.9,6816.1,6908.6,7008.1,7116.9,7247.1,7367.3,7458.4,7585.6,7705.3,7782.3,7927,8033.6,8142.2,8284.4,8435.6,8577.3,8704.9,8797.2,8900.1,9010.1,9134.1,9255.2,9343.8,9473.4,9592.6,9670.2,9814.5,9958.2,10108,10256,10384,10477,10578,10693,10823,10942,11039,11171,11294,11369,11518,11624,11763,11904,12047,12187,12323,12459,12598,12739,12885,13019,13115,13213,13332,13467,13593,13693,13821,13938,14018
