g,c,c,c,c,e,e,e,e,e,j,b,b,b,b,b,b,b,e,e,e,e,j,j,i,k,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,h,d,k,l,h,g,b,e,h,d,k,l,h,g,g,g,g,b,e,j,j
3156.8,3289.9,4127.1,4280.1,5325.4,5479.5,5623.4,5770.9,5917.5,6058,6222.4,6419.5,6555.2,6718.6,6866.9,6998.7,7134.7,7276.3,7431.9,7585.4,7727.2,7879.4,8018.5,8161.6,8307.1,8390.5,8489.8,8615.7,8702.9,8821.5,8948.8,9082.4,9205,9273.5,9421.6,9550.1,9692.5,9834.3,9990.2,10073,10172,10298,10387,10509,10634,10766,10877,10949,11100,11259,11365,11486,11624,11741,11852,11925,12101,12276,12428,12542,12670,12779,12891,12960,13167,13375,13528,13678,13825,13979,14119,14252,14384
3185.6,3314.3,4159.6,4316.2,5353.6,5533.3,5680.5,5839.3,5980.6,6125.7,6293.6,6475.2,6624.6,6787.2,6940.3,7066.2,7206.5,7349.7,7497.6,7644.8,7792.1,7941.8,8097.8,8239.6,8365,8458.5,8558.8,8667.7,8793.1,8915.3,9010,9136,9246.1,9324.8,9483.8,9629,9771.7,9915.2,10050,10138,10240,10347,10478,10602,10696,10828,10938,11018,11162,11295,11410,11549,11668,11796,11912,11992,12141,12317,12469,12605,12713,12838,12949,13029,13195,13410,13566,13721,13878,14035,14186,14332,14522
