c,c,c,c,c,b,b,b,b,b,g,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,g,b,e,e,e,j,j,i,l,l,d,f,f,g,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l
2466.9,2615.2,2753.4,2925.2,3091.9,3263.6,3393.7,3595,3750.4,3870.8,4072.3,4229.9,4381.3,4524.9,4689.4,4835.4,4986.7,5130.3,5283.7,5447.4,5607.4,5696.2,5794.6,5925.3,6020.6,6146.6,6273.2,6409.6,6527.5,6603,6763.8,6912.9,7084.7,7204.4,7347.9,7488.4,7626.5,7774.8,7930.3,8016.9,8118.9,8248.9,8344,8468.5,8798.7,8947.6,9071,9219.2,9367.9,9501.8,9653.6,9801.4,9964,10052,10157,10285,10380,10506,10634,10765,10859,10954
2507.4,2645.5,2797.6,2958.5,3141,3288.8,3453.3,3633,3780.3,3934.9,4120,4301.2,4445,4589.6,4751.1,4899.7,5052.5,5209.6,5361.5,5522.2,5665.5,5760.1,5866.8,5981.1,6115.2,6239.8,6337,6467.6,6592.1,6669.9,6829,6948.4,7117.4,7270.6,7414.9,7555.8,7707.8,7856.2,7992.6,8083.5,8187.9,8308,8438.7,8519.8,8840.2,8987.6,9137.4,9287.6,9447.4,9581.4,9736.5,9880.3,10027,10120,10222,10343,10474,10596,10694,10820,10943,11023
