c,c,c,c,c,c,b,b,g,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,h,b,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,g,b,e,h,g,b,d,e,h,g,b,e,j,j,j,i,l,l,d,f,f,i,d,k,l,c,e,h,b,e,e,e,e,e,j,j,j,j,j,i,l,l,d,f,f,i,d
2195.7,2325.9,2468.1,2602.5,2735.3,2883.4,3024.7,3179.8,3510.4,3655.8,3794.2,3950.7,4095.3,4267.6,4409,4540.2,4676.9,4821.3,4970.2,5121.5,5273.4,5357.8,5458.2,5587.6,5678.3,5801.7,5927.2,6057,6171.1,6245,6404.5,6531.6,6644.7,6716.2,6871.2,7005.8,7146.9,7268.3,7403.2,7544.8,7689.1,7838.4,7991.2,8076.5,8176.2,8306.4,8396.3,8519.8,8647.6,8780.7,8898.5,8972.3,9128.2,9253.2,9372.3,9483.6,9557,9708.4,9872,10012,10150,10277,10405,10560,10707,10845,10993,11149,11292,11434,11558,11692,11839,11994,12149,12236,12339,12461,12551,12673,12804,12932,13047,13120,13327,13449,13579,13731,13868,14014,14166,14310,14451,14582,14729,14880,15028,15182,15334,15421,15524,15656,15747,15872,16002,16143
2216.7,2368.5,2509,2643.5,2791.5,2942,3091.8,3248.8,3551.1,3703.7,3865.3,4015.6,4166.2,4326.3,4474.7,4602.4,4738.6,4884.8,5049.9,5201.2,5330.9,5423.9,5523.4,5643.1,5769.9,5894.7,5986.8,6111,6230.9,6313,6465.1,6588.9,6704,6780.8,6932.8,7044.4,7188.9,7331.7,7480.9,7626.7,7768.1,7920,8051.6,8143.9,8243.8,8359.3,8489.4,8613,8707.3,8833.9,8962,9038.3,9191.1,9296.5,9425.7,9545,9623.7,9755.3,9894,10054,10197,10334,10446,10594,10761,10882,11053,11188,11329,11481,11622,11774,11920,12077,12210,12303,12403,12513,12644,12760,12863,12987,13108,13186,13366,13510,13620,13777,13930,14072,14227,14372,14515,14663,14807,14961,15108,15263,15394,15490,15594,15710,15837,15964,16064,16187
