b,c,b,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,l,b,e,h,g,b,b,g,h,g,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,g
2401.2,2546.9,2677.3,2812,2952.3,3128.3,3270.9,3441.6,3589.1,3722.3,3868.2,4006.5,4135,4277.7,4434.4,4517.9,4623.6,4747.5,4839.9,4961.7,5087.7,5223.6,5341.3,5413,5562.1,5697.3,5839,5996.6,6145.4,6232.7,6332.7,6459.7,6554.1,6682.1,6809.9,6943.2,7061.9,7133.2,7312.4,7432.8,7560.5,7719.3,7868.6,8015,8153.6,8319.6,8449.3,8590.6,8735,8898.4,9034.4,9180.6,9310.9,9461.7,9610.6,9768.7,9861.5,9961.8,10090,10184,10310,10440,10579,10696,10772,10946,11066
2437.6,2582.2,2733.3,2878.8,3017.4,3196,3337.5,3507.8,3649.2,3783.3,3928.6,4064.7,4215.6,4357.9,4494.6,4585.2,4689.4,4802.4,4926.2,5053.3,5147.3,5276.6,5400.5,5480.9,5623.2,5778.8,5923.8,6077.5,6205.1,6298.5,6395.8,6515.2,6649.7,6770.9,6868.2,7003.6,7123.8,7201.2,7352,7496.2,7602,7756,7917.6,8076.9,8196.9,8364.2,8481.2,8646.4,8781.5,8922.1,9077.3,9245.2,9389.8,9538.1,9691.2,9828.6,9925.8,10028,10144,10276,10404,10501,10634,10755,10835,10980,11118
