c,c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,b,e,h,d,k,l,e,d
3354.8,3513.4,3642.7,3787.9,3936.8,4086.1,4231.7,4382.6,4537.2,4679.3,4869.6,5036.5,5178.8,5317.2,5456.6,5594.4,5730.3,5864.4,6009.5,6156.3,6297,6383.2,6484.1,6607.6,6696.8,6818.1,6941.5,7070.9,7190.8,7258.6,7407.5,7538,7679.6,7820.4,7969.6,8057.3,8150.4,8275.9,8367.2,8489.3,8615.2,8747.1,8859.2,8933.2,9078.7,9215.1,9360.5,9512.6,9662.6,9746.8,9845.4,9972.2,10065,10191,10320,10456,10573,10646,10798,10928,11071,11201,11318,11451,11561,11678,11752,11908,12037
3398.1,3554.8,3679.8,3830.1,3973.5,4146.4,4296.4,4449.5,4604.8,4752.7,4935.3,5112.9,5242.5,5394.2,5519.6,5659.5,5796.5,5939.6,6087.7,6234.7,6355.9,6450.6,6552.2,6658.4,6787.3,6911.5,7003.6,7125.8,7241.6,7318.4,7468.8,7614.9,7757.5,7900.4,8029.4,8119,8217,8332.2,8456.1,8583.4,8672.8,8802.9,8916.2,8994.3,9140.4,9293.7,9438.6,9589.7,9717.6,9812.4,9911.8,10028,10155,10283,10376,10511,10632,10708,10861,10971,11111,11241,11379,11490,11621,11733,11813,11970,12082
