b,c,b,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,g,b,e,h,g,b,b,b,b,b,b,b,b,e,e,d,g,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l
2851.8,2997.3,3130.7,3262.7,3405.7,3551.1,3695.3,3831.8,3993.6,4138.2,4304,4439.7,4567.1,4719.1,4851.1,4988.7,5114.7,5252.7,5391.9,5539.8,5689.2,5775.6,5873.8,5999.8,6089.9,6210.1,6336.4,6468.8,6583.5,6655,6800.8,6927.3,7070.8,7209.3,7360.1,7446.3,7545.7,7669,7758.6,7886.3,8010.7,8144.1,8259,8332.5,8487,8617.4,8735.3,8810.9,8967.5,9096.8,9252.2,9402.4,9491.3,9592.6,9717.4,9807.8,9936.9,10064,10198,10324,10398,10558,10693,10862,11027,11150,11294,11435,11579,11729,11883,11967,12070,12196,12287,12409,12540,12682,12802,12875,13107,13242,13381,13510,13701,13855,13976,14112,14250,14399,14546,14687,14836,14993,15142,15286,15497,15646,15786,15925,16074,16233,16384,16470,16574,16704,16799,16924,17054,17189,17305,17380
2889.6,3037.9,3178.6,3305.9,3454.3,3620.4,3762.8,3900.1,4057.3,4206.2,4342.6,4483.7,4633,4792.8,4916.4,5055.4,5181.9,5321.3,5468.6,5618.1,5750.4,5840.3,5942.7,6050.8,6178.3,6302.8,6398.8,6527.1,6642.2,6723.3,6859.6,7005.3,7148.2,7290.6,7420.8,7510.3,7610.6,7717.8,7853.5,7974.8,8071.9,8198.1,8321,8400.2,8547.2,8671.3,8796.3,8873.1,9035,9172.8,9330,9456,9554.2,9659.3,9773.3,9901.1,10027,10126,10256,10390,10462,10619,10730,10907,11069,11215,11363,11503,11658,11811,11943,12037,12140,12251,12380,12508,12604,12743,12862,12942,13141,13290,13444,13555,13748,13894,14041,14179,14321,14469,14616,14754,14899,15062,15209,15340,15525,15694,15853,15992,16152,16310,16443,16538,16640,16757,16890,17017,17117,17250,17368,17447
