c,c,c,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,d,k,l,e,j,j,i,l,l,d,f
2237.1,2426.3,2589.7,2752.5,2886.3,3039.5,3196.6,3328.8,3481.8,3631.5,3786.5,3925.4,4087.2,4234.5,4383.2,4517.7,4661.7,4800.8,4948.5,5079.6,5225.8,5384.6,5471.6,5571.5,5702,5793.9,5917.8,6046.7,6179.2,6300.5,6372.8,6529.3,6664.2,6786.8,6857.4,7012.7,7148.4,7302.4,7450.6,7536.4,7639.4,7770.8,7863.3,7993.2,8121.7,8256.9,8372.1,8446.4,8610.9,8745.2,8863,8979.6,9052.2,9205.3,9348.7,9470.2,9590.2,9662.2,9816.2,9948.3,10098,10248,10335,10439,10579,10679
2279.5,2471.5,2638.3,2799.3,2940.5,3114.4,3265.9,3403.4,3550.6,3701.8,3858,3996.9,4155,4298.1,4455.5,4600.2,4725.2,4865.9,5011.5,5156.3,5307.8,5447,5540.6,5645.6,5761.4,5886.6,6010.3,6114.1,6239.6,6364.2,6444.3,6590.4,6723.3,6850.2,6930.2,7074.6,7228.9,7380.8,7512.8,7610.4,7708.4,7825.5,7957.5,8087,8184.9,8313.4,8434.2,8518.5,8673.5,8790.7,8922.2,9042.8,9126.2,9270.3,9396.4,9526.5,9650.8,9731.7,9880.2,10031,10178,10311,10408,10510,10628,10772
