c,c,c,c,b,b,c,c,b,b,b,b,b,b,e,e,e,e,e,e,e,e,j,b,b,b,b,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l
3049.8,3210,3376.3,3541,3677.9,3818.2,4001.7,4193.2,4325.9,4495.3,4646.7,4795.5,4952.2,5092.8,5257.8,5402.3,5546.6,5689.6,5830.4,5969.5,6110,6263.2,6408.4,6600.3,6724.3,6868.6,7016.4,7158,7303.2,7442.9,7585.5,7754.7,7896.9,8041.4,8183.8,8318.2,8463.8,8607.7,8753.7,8837.7,8939.1,9063.7,9153.9,9278.6,9404.4,9537.6,9659.8,9728.6,9877,10007,10123,10195,10350,10477,10619,10766,10924,11009,11111,11239,11331,11456,11585,11717,11832,11903,12057,12195,12340,12463,12605,12753,12906,13048,13191,13343,13489,13574,13679,13810,13898,14024,14148,14290,14404,14476
3089.2,3249.9,3418.8,3584,3720.5,3882.3,4068.2,4249,4396.1,4564.8,4713.6,4864.9,5020,5158.7,5318.9,5464.9,5608.9,5752.4,5895.8,6036.2,6170.1,6327.6,6478.5,6651.6,6792.9,6940.6,7085.6,7229,7377.4,7513.1,7661.4,7812,7959.9,8105.6,8248.2,8393.4,8541,8686.3,8813.6,8907.9,9006.7,9118.7,9246.7,9372.5,9464.9,9589.3,9702.4,9777,9935.7,10065,10182,10268,10416,10555,10699,10846,10985,11078,11181,11289,11424,11551,11648,11773,11890,11981,12117,12235,12385,12526,12666,12821,12975,13115,13270,13420,13551,13644,13748,13859,13993,14116,14212,14343,14465,14540
