c,c,c,c,c,b,b,b,b,b,b,b,c,e,e,e,e,e,e,e,e,j,j,j,i,c,b,b,b,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,k,k,l,e,h,b,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,d
1823.5,1982.3,2139.3,2297.7,2422.3,2577.3,2731,2869.7,3065.2,3189.8,3353.5,3524.5,3710.6,3864.2,4005.3,4144.1,4285.1,4433,4573.9,4724.6,4876.7,5023,5172.5,5327.8,5481.9,5665,5783.4,5923.1,6058,6198.7,6354.5,6509.5,6655.9,6792.1,6923.2,7068.8,7217.8,7364.4,7450.6,7546.1,7675.4,7764,7885.1,8010.7,8145.3,8266.1,8335.4,8484.8,8610.4,8757.4,8903.8,9061.6,9144.8,9245.9,9371.2,9463.4,9586.9,9714.1,9849.6,9965.2,10038,10218,10333,10461,10579,10697,10769,10933,11063,11203,11322,11473,11604,11736,11862,12008,12151,12293,12450,12535,12636,12760,12853,12978,13107,13241
1852.2,2020.6,2185.1,2334.2,2466.1,2642.8,2799.6,2936.2,3120.1,3263.1,3425.1,3595,3770.7,3926.1,4065.7,4203.9,4345.6,4502.5,4633.3,4788,4940.1,5098.8,5251.7,5407.9,5536.3,5713.1,5849.7,5994,6131.5,6271.2,6418.6,6571.8,6717.5,6854.7,7003.5,7148.6,7296.9,7424.5,7517.3,7615.1,7723.5,7854.3,7978.8,8068.9,8201,8306.8,8384.8,8545.7,8690.6,8838.6,8984.5,9122.2,9214.9,9314.4,9426.9,9557.2,9678.7,9769.3,9901.2,10025,10104,10254,10395,10505,10633,10763,10835,10993,11104,11241,11383,11531,11670,11800,11939,12088,12231,12376,12512,12604,12704,12818,12948,13073,13168,13285
