c,c,c,c,c,g,c,g,b,b,b,b,b,c,b,b,b,e,e,e,e,e,j,h,b,b,b,b,b,b,b,b,b,b,c,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,j,j,j,d,g,g,g,b,e,h,g,g
1983.3,2135.3,2255.4,2412.1,2567.4,2793.8,2960.1,3119.1,3272.8,3416.2,3555.5,3719.3,3889.4,4070.1,4218.7,4373.9,4539.4,4697.2,4837.3,4976.4,5118.7,5264.3,5397.4,5580.4,5714,5838.9,5982.1,6122.4,6258.4,6428.7,6557.5,6702.2,6842.7,6972.6,7137.6,7268.4,7409.4,7544.4,7678.2,7810.8,7940.9,8084.3,8228.7,8375.3,8461.8,8561.1,8685.3,8774.6,8897.5,9023.5,9154.6,9268.2,9339.8,9488.6,9625.3,9769.2,9914.4,10058,10145,10244,10368,10460,10584,10712,10843,10966,11035,11212,11330,11462,11573,11688,11763,11923,12056,12202,12356,12510,12684,12832,12984,13139,13256,13385,13563,13708
2012.4,2166.2,2293.5,2457.2,2621.5,2837.4,2989.3,3161.2,3304.7,3451.8,3617.2,3778.6,3944,4111.7,4281.2,4432.7,4603.8,4757.8,4898.9,5035.8,5181.4,5325.1,5471.7,5609.2,5759.5,5907.1,6044,6176.1,6323.7,6475.6,6624.8,6771.1,6911.7,7040.7,7165.9,7333.5,7472,7605.6,7744.1,7873.7,8015.4,8161.3,8307.8,8432.8,8527.9,8626.5,8739.3,8864.3,8986.5,9085.8,9213.4,9329.6,9409.8,9552,9700.3,9847.5,9990.3,10116,10207,10307,10422,10550,10676,10768,10892,11003,11083,11249,11396,11504,11620,11745,11826,11982,12131,12281,12434,12556,12723,12874,13023,13166,13311,13422,13599,13736
