c,b,b,b,b,b,g,c,g,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,c,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,d,k,l,g,b,e,e,e,j,i,l,l,d,f,f,h,g,b,e,e,j,j,i,l,l,d,f,f,i,d
2952.3,3108.1,3264.2,3417.9,3593.4,3746.1,3958.6,4120.3,4266.9,4430.4,4600,4757.2,4915.4,5078.6,5239.7,5383.6,5531.5,5691.8,5846.3,5938.1,6042.1,6169.9,6265.1,6391.8,6611.2,6723.8,6881.8,7021.3,7181,7334.1,7485.5,7570.8,7677.6,7803.4,7898.3,8024.2,8152.1,8283.2,8397.6,8470.2,8639.2,8773.8,8890.9,9008.7,9083.2,9244.6,9373.6,9497.7,9569.4,9815.6,9973.5,10096,10238,10381,10514,10664,10749,10853,10981,11073,11199,11406,11569,11725,11842,12009,12154,12302,12449,12538,12641,12772,12864,12990,13116,13250
2988.1,3161.5,3321,3472,3630.3,3783.5,3997.8,4141.3,4323.2,4490.3,4657.8,4816.1,4979.4,5137.6,5298,5463,5611.5,5769,5905.9,6000.2,6105.8,6220.5,6351.3,6437.7,6639.8,6785.6,6940.4,7096.4,7257.7,7410,7544.3,7637.8,7739.2,7854.6,7987.7,8115.9,8207.8,8340,8457.8,8537.4,8700,8807.9,8943.3,9067.4,9144.5,9304.2,9434.3,9554.4,9631.4,9863.2,10013,10163,10305,10450,10592,10723,10818,10919,11038,11165,11295,11442,11609,11752,11903,12073,12234,12380,12511,12603,12704,12820,12960,13084,13179,13304
