g,c,c,c,c,c,c,b,c,b,b,b,e,e,e,e,e,e,e,j,b,b,b,b,b,b,b,b,b,e,g,g,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e
1995.3,2137.8,2295.2,2429.7,2595.6,2776.8,2930.6,3098.6,3240.2,3274,3394.1,3583.6,3729.2,3890.2,4026.9,4169.8,4322.8,4466.8,4606.2,4756.8,4945.2,5070.7,5226,5373,5514.9,5665.1,5813.4,5957.1,6137.8,6299.3,6459.2,6615.6,6763.1,6892.4,7039.2,7173.9,7314.1,7464.7,7550.8,7649.4,7776.4,7866.2,7989.8,8115,8245.2,8359.1,8430.9,8585,8709.4,8825.3,8896,9058.4
2028.2,2178,2339.7,2477,2635.8,2829.9,3001.9,3165.8,3265.1,3305,3466.2,3633.8,3794.5,3950.7,4087.8,4228.6,4383.9,4526,4666.6,4825.2,4996.8,5145.5,5292.4,5443.3,5586.1,5735.1,5883.5,6038.4,6214,6361,6500.9,6653.6,6809.2,6952.8,7097.6,7251.5,7393.3,7524.5,7618.6,7719.2,7830.7,7960.4,8080.9,8176,8300.8,8420.3,8498.7,8643.1,8763.4,8880.7,8963.5,9115.7
