c,c,c,c,c,c,c,c,b,b,b,b,c,b,g,e,e,e,e,e,e,e,e,b,b,b,b,b,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e
2500.9,2672.4,2832.7,2984.1,3155,3291.4,3459.2,3631.8,3795.7,3975.1,4136,4307.2,4478.4,4636.4,5050.9,5221,5379.6,5540.2,5698.8,5848.3,6000.9,6154.3,6307.1,6440.2,6568,6710.2,6865.7,7025.9,7170.1,7326.8,7488.5,7631.7,7773,7925.8,8081.7,8169,8271.7,8407.7,8500.9,8626.3,8759.5,8892.9,9015.3,9079.6,9233.8,9373.8,9517,9652.5
2527.7,2716.9,2872.3,3027.5,3198,3338.7,3512.6,3696.1,3863.4,4047.9,4208.7,4376.8,4543,4701.9,5107,5282.9,5445.5,5600.1,5759.1,5908.3,6062.7,6218,6369.5,6483.8,6638.9,6787.4,6947.4,7099.8,7242.3,7392.2,7554.2,7699.8,7852.1,8006.6,8141.5,8237,8342.8,8461.6,8590.3,8721.8,8821.4,8948.4,9071.6,9147.7,9295.4,9415.8,9567.8,9716.9
