g,c,c,c,c,c,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,g,b,b,b,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,g,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,h,g,g,b,e,h,g,b,b,b,b,b,b,b,e,e,e,e,e,j,i,l,l,d,f,f,i,d,k,l
1998.4,2145.3,2276.8,2427.5,2552.7,2705.3,2862.3,3007.4,3144,3325.2,3524.1,3676.1,3829.4,3971.6,4127.5,4267.1,4420.4,4573.7,4658,4757.9,4885.2,4976.8,5099.6,5251.7,5409.5,5574.6,5691,5831.8,5978.8,6119.3,6258.4,6393.5,6533.7,6677.7,6827.7,6911.8,7013.9,7142.4,7233.6,7358.6,7490.2,7619,7734.6,7805.4,7961.1,8087.8,8205.2,8273.1,8430,8560.4,8704,8848,8995.3,9080.5,9182.9,9315.3,9405.2,9526.5,9654.9,9789.9,9906.1,9976.7,10135,10278,10428,10578,10745,10872,11010,11152,11296,11426,11576,11725,11875,11957,12060,12187,12276,12401,12526,12669,12789,12862,13064,13190,13358,13514,13651,13783,13926,14101,14261,14377,14511,14667,14805,14948,15086,15242,15382,15527,15674,15812,15945,16097,16181,16281,16411,16504,16633,16761,16895,17016,17090
2030.7,2182.6,2321.1,2470.4,2602.9,2760.3,2930,3074.7,3215.2,3395.8,3595.4,3743.8,3890.6,4043.7,4199.1,4344.8,4501.5,4634.2,4728.4,4829.6,4942.8,5068.6,5158.9,5292.6,5450.7,5617,5763.2,5910.5,6041.4,6200.3,6324.3,6456.6,6613.1,6761.5,6888.4,6984.7,7085.3,7199.5,7328.6,7455.3,7553.6,7674.8,7796.3,7875.6,8026.9,8145.8,8267.2,8353.6,8493.8,8639.2,8781.5,8926.9,9059.3,9153.6,9254.3,9369.2,9496.3,9623.2,9721.3,9848.4,9969.5,10051,10202,10321,10467,10618,10795,10935,11075,11222,11364,11511,11657,11805,11937,12031,12132,12237,12368,12493,12608,12726,12852,12933,13099,13232,13404,13554,13707,13850,13969,14146,14314,14447,14586,14738,14878,15014,15159,15312,15444,15596,15743,15874,16022,16156,16250,16351,16468,16602,16727,16825,16950,17077,17159
