c,c,c,c,c,b,b,b,e,e,e,e,e,e,h,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g
2286.4,2444.8,2588.8,2880.2,3046.3,3370.2,3528.9,3687.2,3869.6,4037.1,4191.8,4339.8,4494.2,4654.6,4827.9,5090.5,5235.2,5373.9,5512.2,5654.8,5804.1,5984.7,6138.4,6432.5,6581.4,6723.6,6872.9,7029.7,7168,7319.7,7471.2,7628,7712.7,7816.2,7947.8,8043.9,8168,8300.6,8438.9,8548.3,8625.4,8832.8
2311.1,2470,2628.5,2921.8,3069.6,3444.7,3593.5,3760.4,3929.5,4111.6,4250,4399.1,4553.4,4714.4,4862.7,5159.4,5305.7,5439,5585.6,5729.3,5872.2,6028.8,6188.8,6499.1,6645.6,6787.2,6937.3,7093.7,7247,7396,7549.4,7685.3,7780.4,7885.4,8001,8131.8,8261.8,8356.4,8491.4,8614.8,8693.4,8872.8
