g,g,e,e,e,e,e,b,b,b,b,b,e,e,e,j,j,i,k,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,g,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h
2727.8,2905.8,3070,3209.7,3358.4,3506,3650.8,3789.1,3929.1,4072,4202.9,4339,4490.7,4636.9,4770.6,4901.8,5041.4,5182.8,5267.4,5363,5489.9,5579.9,5701.8,5824.3,5952.8,6061.1,6132.3,6284.2,6413.5,6552.7,6694,6838.2,6920.2,7018.1,7143.9,7234.3,7355.2,7481.3,7613.2,7724.9,7795.2,7943.7,8064.2,8206.1,8353.9,8499.8,8583.3,8686,8814.6,8904,9028.4,9156.3,9292.2,9404,9475.6,9655.9,9770.4,9902.5,10078,10211,10336,10478,10609,10742,10884,11028,11177,11259,11364,11494,11585,11709,11838,11982,12093,12163,12320,12450
2773.3,2950.7,3126.6,3267.4,3417.5,3574.3,3725.9,3845.9,3995.8,4139.1,4270.6,4407.7,4553.2,4711.5,4832.6,4980,5119.5,5241.6,5333.7,5432,5545.2,5671.3,5794.2,5887.3,6006.4,6124.5,6201.2,6346.8,6490.6,6632.6,6775.4,6897.4,6988.4,7088.7,7196.8,7324.5,7449.7,7544.1,7668.1,7786.3,7865.2,8004.1,8143.1,8286.8,8429.8,8561,8651.3,8751.1,8865.4,8996.4,9121.8,9220.8,9350.7,9465.7,9545.8,9697.8,9829.9,9945.9,10116,10256,10399,10542,10678,10820,10963,11107,11238,11332,11435,11547,11680,11804,11901,12037,12154,12235,12373,12491
