c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l
3103.8,3243.7,3388.4,3597.6,3758.4,3899.3,4068.6,4232.7,4372.5,4511.7,4675.6,4823.3,4986.4,5135.8,5283.1,5421.5,5559.9,5710.5,5793.7,5900.3,6032.9,6122.2,6246.1,6369.2,6505.5,6616.8,6688.2,6876.7,7017.4,7163.2,7308.8,7392.1,7490.5,7613.5,7707.2,7829.2,7955.5,8084.5,8196.7,8269.5
3130.2,3287.1,3431.6,3631.8,3802.2,3962.2,4129.1,4275.8,4433.7,4583.6,4760.1,4883.7,5046.6,5198.5,5357.3,5499.8,5639.1,5769.9,5861.5,5962,6080.7,6210.6,6332.4,6435.3,6560.2,6680.2,6753.2,6937.6,7094.2,7241.2,7365.6,7460.4,7555.1,7664.8,7795.3,7920.1,8014.6,8134.9,8255.7,8334.8
