g,c,c,c,c,c,c,c,c,c,b,c,c,c,c,b,b,b,b,b,e,e,e,e,e,e,e,b,b,g,c,b,b,b,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,b,e,e
1995.2,2142.5,2283.1,2427,2581.5,2748.6,2911.6,3060.5,3195.4,3379.7,3529,3687.6,4907.3,5062.7,5205.5,5347.1,5494.3,5655,5814.2,5973.3,6147,6301.6,6436.8,6578.8,6718.3,6857.5,7004.2,7135.9,7271.1,7427.5,7564.6,7702.2,7847.9,7980.2,8145.3,8289.8,8431.6,8581.9,8667.1,8769.7,8901.3,8992.3,9119.5,9248,9379.9,9494,9567.1,9714.6,9841.6,9957.6,10028,10190,10358,10489,10627
2019.6,2165.9,2319.1,2468.1,2624.1,2801.3,2961.4,3112.8,3244.2,3445.8,3602.1,3750.9,4948.6,5102.4,5256.9,5415.8,5566.4,5724.5,5883.2,6047.1,6208.7,6361.9,6501.2,6637.9,6781.7,6920.8,7044.7,7186.6,7339.2,7462.9,7618.1,7777.1,7919.8,8065.3,8209.3,8367.5,8513.2,8645.4,8737.6,8840,8954.8,9084.5,9215.6,9307.7,9432.7,9552.1,9635.2,9777.2,9894.5,10019,10098,10250,10405,10550,10694
