g,c,c,c,c,c,c,g,g,b,b,b,e,e,e,e,e,e,j,l,b,b,b,b,b,b,b,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,g,g,g,g,g,h,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h
2697.8,2866.5,3101,3266,3423.6,3600.3,3764.3,4169.1,4330.6,4506.8,4658.5,4837.3,4999.1,5162.2,5313.3,5465.7,5630,5784.4,5919.4,6106,6226.4,6359.1,6493,6648.6,6782.3,6921.7,7067.2,7213.4,7360.8,7507.7,7656.8,7788.8,7941.8,8099.9,8239.2,8379.8,8529.5,8671.6,8823.7,8909.4,9010.1,9134.3,9223.8,9346.6,9467,9596.5,9707.2,9778.6,9954.4,10064,10211,10359,10493,10637,10788,10869,10971,11101,11191,11312,11440,11572,11694,11764,12034,12206,12361,12522,12683,12827,12940,13054,13126,13282,13406,13554,13709,13793,13892,14019,14110,14237,14365,14501,14617,14690,14848,14972
2725.2,2901.3,3135.7,3300.6,3471.3,3638.8,3799.9,4203.9,4372.8,4549.7,4725.6,4902.4,5071.1,5238.7,5372.7,5525.8,5689,5842.6,5998.6,6142,6275.7,6422.5,6557.9,6715.8,6852,6998.3,7141.7,7283,7427.2,7584,7724.4,7861.3,8016.6,8164.6,8302.8,8460.6,8609.5,8750.3,8883,8977.5,9079.7,9184.2,9310.7,9436.4,9528.3,9653.2,9768,9846.6,9996.4,10124,10277,10423,10575,10719,10849,10939,11041,11154,11280,11398,11500,11628,11736,11813,12067,12248,12399,12566,12729,12867,12994,13116,13193,13342,13488,13634,13771,13864,13963,14072,14204,14332,14427,14556,14677,14756,14905,15008
