g,c,c,c,c,c,b,b,b,b,b,b,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,b,e
2917.2,3080.4,3217.4,3361,3491.8,3628.6,3775.5,3922.4,4066,4208.5,4353.1,4524,4669.1,4830.8,4976.4,5112.5,5256,5394.9,5536.6,5681.9,5830.7,5975.9,6059.3,6160.2,6288.4,6379.5,6501.7,6628.1,6764.2,6880.2,6952.2,7106.8,7233.6,7373.5,7519.6,7668.4,7754,7853,7984.4,8075,8201,8325,8459.4,8572.1,8644.2,8800.7,8928.2,9068.8,9228.9,9314.6,9418.5,9548.4,9639.9,9763.1,9891.5,10025,10147,10219,10374,10503,10651,10773,10914,11051,11185,11328,11466,11603,11749,11898,11984,12087,12213,12307,12431,12562,12692,12812,12886,13041,13170,13292,13366,13563,13687
2946.9,3122.6,3265.7,3407.2,3539.4,3677.1,3841.7,3994,4137.2,4277.2,4427.8,4596,4748.5,4893.2,5034.9,5176.8,5320.1,5460.9,5616.2,5764.2,5912.2,6038.1,6133.3,6232.4,6343.4,6473.4,6596.2,6694.5,6819.2,6940.5,7022.9,7166.4,7313.6,7454.2,7600.4,7729,7825.3,7919.3,8037.7,8168,8297.6,8388.7,8514.6,8636.3,8718.6,8860.3,9009.3,9150.6,9291.8,9385.3,9488.3,9606.9,9733.8,9856.3,9954.6,10077,10195,10264,10436,10546,10697,10838,10978,11114,11253,11394,11536,11686,11830,11961,12055,12158,12265,12399,12528,12626,12750,12872,12952,13104,13230,13355,13437,13607,13746
