c,c,c,c,c,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,g,g,b,b,c
2040.2,2206.6,2361.1,2487.2,2627.1,2778.6,2936.7,3085.5,3233.9,3383.9,3534.2,3689.6,3864.3,4032.2,4204.6,4380.3,4545.8,4688,4823.1,4961.6,5100.8,5246.2,5394,5550.5,5685.8,5828.9,5986.7,6072.5,6166.5,6296.4,6387.5,6507.4,6632.9,6770.4,6882.6,6955.8,7108.1,7237.2,7353.8,7424.4,7583,7730.8,7872,8022.9,8164.9,8311.3,8396.2,8496.9,8622.8,8715.2,8840.2,8966.7,9097.2,9213,9284.4,9440.5,9585.1,9708.3,9819.7,9957.5,10110,10237,10354,10426,10580,10718,10864,11011,11097,11198,11324,11414,11538,11662,11802,11920,11988,12177,12297,12433,12580,12741,12875,12997,13151
2078.7,2237.6,2401.9,2525.8,2667.7,2827.8,2988.8,3138.2,3307.9,3454.5,3603.5,3759.5,3935,4100.8,4277.5,4441.5,4609.1,4750.2,4885.4,5021.1,5164.8,5309.2,5453.2,5613.2,5764.7,5912.8,6045.1,6139.1,6239.6,6348.2,6479.8,6599.9,6692.2,6824.1,6943.4,7022.7,7166.8,7293.5,7412.2,7494.2,7646.7,7790.7,7947.3,8103.4,8245,8370.5,8464.9,8567.1,8676.7,8807.2,8936.1,9025.8,9151,9276.2,9353.3,9500.1,9624.9,9747.2,9883.3,10023,10174,10295,10416,10493,10640,10799,10941,11074,11164,11265,11376,11504,11631,11720,11856,11979,12061,12216,12358,12472,12618,12781,12927,13058,13198
