g,c,c,c,c,c,b,b,b,b,b,b,b,b,b,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,c,e,h,d,k,l,e,h,g,g,c
2496.6,2657.6,2799.8,2958.4,3104.9,3222,3352.3,3504.1,3660.9,3796.6,3955.8,4094.3,4241.2,4398.5,4554.8,4698.9,4841.8,4993.1,5139.5,5278.6,5418.9,5561,5717.2,5800.9,5907.9,6035.6,6122.8,6245.8,6372.3,6504.8,6618.1,6688.8,6839.9,6972,7121.7,7270.8,7356.2,7455.7,7582.3,7673.6,7799.3,7924.7,8063.6,8176.1,8245.1,8407.8,8539.2,8684.6,8834.8,8980.6,9065.6,9169.5,9300.5,9393.1,9518.1,9732.7,9858.4,10007,10117,10232,10303,10471,10607,10751,10901,12099
2526,2695.9,2834.7,2993,3148.3,3261.1,3410.2,3568.8,3730.6,3868.4,4024.5,4166.3,4315.8,4474.2,4617.8,4769.6,4901.1,5054.1,5199.6,5344.5,5494.9,5640.8,5776.7,5872.3,5973.2,6085.8,6214.1,6339.5,6435.2,6560.3,6677,6757.6,6903,7050.9,7201.2,7332.2,7426.5,7526.5,7638.7,7767.2,7894.2,7986.8,8119.7,8236.8,8318,8472.7,8619.6,8763.3,8913.3,9041.8,9135.6,9239.9,9358.4,9488.2,9612,9782.8,9920.1,10045,10172,10293,10374,10533,10651,10788,10946,12126
