g,c,c,c,c,c,c,c,c,b,b,b,b,b,b,g,g,e,e,e,e,e,g,b,b,b,b,b,b,b,b,b,b,b,e,e,e,g,g,e,g,b,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,g,b,e,h,g,g,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,g,g,g,b,e,e,j,g,h,g,b,e,g,b,b,b,b,b,b,b,c
1997.1,2137.2,2341,2494.2,2641.8,2799.8,2935.9,3135.4,3342.9,3487.5,3649.3,3815.8,3982.1,4145.7,4316,4525.8,4610.1,4695.2,4865.8,5021.9,5185.1,5344.7,5513,5691.1,5829.2,5969.3,6091.7,6135.8,6250.6,6408,6550.7,6712.4,6866.8,7023.2,7186,7329.8,7479.1,7627.6,7833.4,7988.5,8136.7,8262.8,8382.5,8522.7,8666.8,8808.9,8957.3,9109.2,9261.1,9429.1,9579.2,9711.5,9842.7,9981.7,10114,10245,10388,10541,10628,10719,10860,10953,11082,11211,11349,11466,11539,11721,11842,11973,12120,12273,12404,12539,12672,12822,12959,13099,13236,13386,13538,13688,13832,13918,14019,14151,14243,14368,14500,14633,14732,14821,14996,15128,15270,15422,15590,15749,15874,16026,16161,16314,16492,16636,16777,16907,17062,17193,17322,17468,17626,17764,17950,18081,18222
2030.2,2171.7,2376.8,2537.3,2689.8,2848.3,2994.2,3178.2,3396.8,3552.7,3719.7,3893.6,4051.8,4217,4379.9,4580.7,4643.5,4754.7,4919.6,5080.7,5243,5402.3,5562.3,5740,5896,6037.4,6130.3,6172.8,6324.9,6479.5,6624.2,6780.6,6942.8,7095.7,7250.2,7392.4,7544.7,7685.6,7874.1,8047.3,8180.3,8313.8,8454.5,8593.4,8743.1,8885.4,9043.1,9181.3,9335.8,9492.2,9641.4,9775.2,9907.7,10044,10179,10322,10467,10598,10695,10799,10911,11046,11178,11273,11406,11526,11606,11765,11901,12016,12158,12323,12466,12582,12702,12867,13020,13164,13316,13469,13618,13765,13892,13987,14090,14210,14339,14463,14557,14688,14810,14892,15055,15170,15305,15465,15628,15792,15939,16093,16239,16375,16532,16665,16817,16967,17107,17255,17394,17540,17700,17839,18020,18152,18283
