g,c,c,c,c,g,c,c,c,c,c,c,b,b,b,b,e,e,e,e,e,e,e,g,b,b,b,b,b,b,e,e,e,e,g,c,g,b,b,b,b,b,b,b,b,e,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,d,k,l,e,d,k,l,e,h,h,g,g,g,h,g,b,e,e,g,h,g,b,e,h,c,e,e,e,j,i,l,l,d,f,f,i,d,k,l,g,g,g,g,g,g,b,e,d,k,l
3002.5,3135.8,3335.4,3512.9,3675.2,4708.7,4851.8,4999.2,5161.2,5308,5482.3,5639.9,5811.3,5999.2,6162.6,6326.6,6524.5,6680,6834,7006.1,7166.5,7317.2,7463.9,7623.1,7771.9,7906.9,8041.8,8185.6,8348.7,8495.3,8654.2,8799.4,8948.6,9102,9238.9,9396.1,9545,9850.6,9969.8,10108,10250,10389,10539,10686,10834,10984,11132,11271,11409,11554,11699,11844,11930,12028,12156,12245,12369,12499,12627,12740,12811,12969,13106,13220,13292,13451,13583,13701,13774,13933,14063,14200,14383,14537,14679,14830,14978,15117,15240,15398,15553,15715,15868,16004,16135,16284,16421,16550,16690,16828,16965,17124,17211,17312,17440,17529,17656,17782,17918,18034,18105,18355,18517,18682,18819,18984,19149,19294,19431,19569,19695,19766
3029.3,3156.3,3368.6,3544.4,3714.2,4737.8,4887.8,5044.5,5204.6,5348.1,5525.1,5703.8,5877,6060.6,6237.2,6394.2,6590.3,6738.2,6895.1,7065.5,7227.3,7377.5,7525.5,7660.8,7811.8,7970.5,8114.8,8252.1,8421.9,8566.6,8722,8862.8,9011.6,9164,9296.9,9449.8,9597.2,9902.6,10036,10181,10318,10462,10612,10760,10905,11048,11198,11350,11491,11633,11777,11905,11995,12096,12207,12338,12464,12560,12680,12799,12878,13031,13160,13281,13362,13512,13641,13761,13839,13988,14102,14234,14426,14577,14731,14866,15015,15159,15300,15460,15601,15756,15916,16057,16203,16324,16462,16609,16750,16887,17043,17183,17280,17377,17490,17621,17746,17844,17973,18095,18172,18392,18548,18726,18861,19034,19179,19349,19491,19626,19737,19814
