g,c,c,c,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,h,b,e,e,e,e,h,b,e,e,h,h,g,b,e,c
1998.2,2136.2,2274.4,2428,2745.6,2920.1,3040.5,3183.7,3333.3,3509.9,3656.2,3807.7,3959.4,4097.8,4235.8,4375.5,4529.1,4676.3,4761.3,4862.1,4988.9,5080.5,5203,5326,5465,5575.4,5645.3,5798.5,5934.4,6082.7,6227.6,6376.9,6464.8,6564.3,6694,6783.5,6903.4,7028.9,7157.4,7280.1,7344.2,7517.1,7639.6,7769.2,7884.9,7999.1,8073.4,8224.8,8353.4,8508.5,8595.1,8691.7,8816.5,8908.3,9030.3,9158.8,9294.2,9407.1,9478.1,9637.5,9762.4,9879,9995,10068,10228,10358,10506,10624,10759,10899,11033,11176,11311,11442,11584,11730,11887,12037,12195,12326,12402
2036.2,2173.3,2318.2,2476,2803.9,2963.9,3107.2,3249.9,3406.6,3569.9,3715.8,3868.7,4019.8,4157.5,4315.8,4450.7,4605.2,4733.5,4826.5,4926.1,5038.4,5170.5,5292.8,5388.4,5517.5,5632.4,5709.6,5860.2,6008.3,6162.6,6308.4,6437.1,6531.1,6632.9,6744.6,6874.9,6995.6,7090.7,7212,7331.8,7408,7565.3,7701.4,7815.9,7938.5,8057.3,8136.6,8285.9,8430.8,8566.4,8659.2,8760.7,8874,8998,9123.8,9221.2,9348.1,9464.8,9544,9697.3,9799.3,9928.7,10055,10136,10284,10399,10546,10687,10829,10960,11094,11214,11359,11504,11645,11766,11912,12071,12232,12385,12450
