c,c,g,g,e,e,e,e,e,b,b,b,b,b,b,b,g,g,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h
2310.4,2478.6,3811.9,3970.5,4151.9,4319.4,4472.2,4613.5,4757.8,4989.7,5128.7,5263.2,5394.2,5540.2,5678.9,5867.8,6649.7,6798.7,6975.7,7142.3,7284.8,7428.4,7573.2,7711.7,7866.1,7952.2,8054.6,8178.8,8271.6,8395,8521.9,8656.3,8771.3,8844.3,9007.2,9139.8,9248.4,9361,9435.7,9590.5,9720.3,9863.6,10018,10174,10257,10359,10487,10579,10703,10829,10964,11083,11153,11324,11462
2347.1,2519.7,3860.9,4023.1,4208.5,4376.8,4544,4673.6,4815.9,5013,5168.7,5323.7,5466.5,5608.6,5748.2,5934.1,6694.3,6847.4,7038.3,7205.4,7344.7,7492.8,7651.8,7794.3,7924.4,8018.2,8120.1,8239.9,8360.1,8488.1,8580.2,8712.3,8828.3,8912.7,9070.6,9185,9297.7,9420.8,9503.8,9659.5,9798.9,9943.1,10101,10235,10328,10434,10540,10675,10800,10894,11025,11144,11221,11387,11500
