c,c,c,c,c,c,b,b,b,b,b,b,b,b,e,e,e,e,e,e,j,j,i,k,l,d,f,f,i,d,k,l,e,h,d,k,l,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,d,k,l,e,h,b,e,e,e,e,j,j,j,j,i,l,l,d,f,f,i,g,g,g
1847.3,1987.6,2127.8,2288.4,2450.6,2607.7,2758,2928.1,3097.2,3254.4,3430.3,3600.9,3731.7,3891.3,4063.7,4221,4374.5,4518,4660.3,4798.9,4936.2,5085.9,5232.6,5317.7,5418.4,5549.2,5640.6,5763.7,5892.4,6028.9,6140.4,6213.6,6373.1,6517.7,6627.8,6744.8,6815.8,6977.9,7109,7251.1,7397.7,7542.4,7688.5,7772.8,7875.8,8004.4,8096.8,8220.7,8348.9,8481.7,8600.4,8672.3,8830.7,8965.2,9113.4,9265.5,9418.5,9503.2,9601.2,9733.5,9825.5,9951.5,10082,10220,10338,10411,10576,10705,10812,10929,11000,11151,11282,11402,11474,11631,11774,11898,12026,12182,12326,12469,12603,12747,12896,13041,13190,13276,13378,13505,13595,13722,13848,14006,14173,14354
1872.4,2026.5,2166.3,2332.9,2503.4,2670.6,2829,2992.6,3164.6,3324.9,3498,3649.7,3801.1,3954.7,4134.1,4284,4436.8,4578.6,4724.2,4862.4,5015.8,5160,5293.7,5387.2,5490,5599.6,5733.7,5856.2,5953.2,6085.5,6201.3,6282.1,6435.3,6557.8,6684.5,6800.5,6883.8,7043.8,7185.8,7329.7,7473,7623.2,7748.4,7842.8,7946.3,8055.9,8186.4,8313.7,8408.8,8536.3,8660.8,8741.5,8893.8,9050.2,9195.6,9344.1,9476.9,9569.8,9672.9,9789.6,9922.5,10049,10143,10279,10397,10479,10634,10748,10866,10989,11072,11210,11342,11463,11545,11693,11813,11945,12092,12244,12389,12535,12683,12828,12978,13122,13252,13347,13448,13557,13690,13815,13912,14054,14212,14392
