c,c,c,c,c,b,b,b,b,b,b,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l
2455.2,2620.1,2755.4,2902.7,3061.5,3221.4,3383.2,3534.1,3707.5,3851.6,4046.5,4225.3,4396.3,4547.6,4693.8,4840.5,4992.1,5136.2,5276.7,5418,5573.7,5660.9,5759.2,5895.4,5986.4,6109.6,6234.8,6369.5,6484.2,6554.7,6713.2,6846.9,6987.2,7140.2,7291.6,7376.7,7475.2,7601.1,7693.3,7820.2,7948.6,8088.2,8211.1,8280.5,8427.8,8552.8,8654.1,8772.5,8911.2,9041.1,9188.7,9338,9424.7,9525.6,9651.7,9745.2,9873.4,10001,10131,10245,10316,10474,10603,10752,10838,10940,11074,11165,11291,11428,11565,11685,11756,11925,12063,12196,12316,12390
2492.5,2657.2,2801.7,2947.4,3133.2,3292.9,3453.4,3604.7,3783,3926.5,4115.5,4286.5,4460.3,4606.9,4754.5,4902,5057,5199.2,5353.2,5500.7,5632.8,5728.8,5829.2,5949.1,6077.6,6201.4,6296.8,6426.2,6544.4,6622.8,6776.5,6924.5,7067.3,7219.9,7354.1,7446.8,7546.2,7657.8,7784.2,7910.7,8011.7,8145.3,8255.2,8328.4,8488.4,8593.7,8695.9,8840,8979.3,9122.4,9269.9,9398.6,9492.7,9597.9,9705.6,9840,9967.1,10066,10188,10304,10388,10539,10685,10812,10909,11012,11132,11258,11386,11487,11624,11746,11830,11987,12107,12249,12375,12453
