g,c,c,c,c,c,c,c,c,b,b,e,e,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,c,e,h,g,b,e,e,j,j,j,i,l,l,d,f,f,c,e,h,d,k,l,e,e,e,e,e,j,j,i,l,l,d,f
1998.8,2172.2,2326.3,2469.9,2600.6,2753.8,2892.8,3032.1,3167,3339,3542.7,3708.4,3879.3,4050.9,4202.5,4348.8,4488,4627.8,4779.7,4923.2,5078,5231.9,5317.1,5417.6,5547.4,5641.2,5767.2,5896.2,6027.5,6144.9,6216.1,6377.2,6515.2,6661.8,6810.2,6897.8,6995.6,7123,7216.5,7338.9,7470,7604.1,7729,7799.4,7954,8093.9,8240.8,8395,8547.6,8633,8734.1,8868.5,8960.9,9086.4,9216.2,9360.1,9473.3,9543.2,9704.4,9838.3,9983.4,10132,10216,10322,10458,10550,10756,10890,11037,11183,11314,11439,11577,11715,11864,12016,12172,12257,12361,12494,12589,12716,12879,13018,13173,13305,13418,13493,13647,13815,13978,14122,14258,14392,14541,14699,14786,14888,15022,15116
2031.2,2220,2363.9,2515.2,2651.7,2802.5,2938.9,3093,3251.8,3406.7,3607,3771.7,3940.6,4114.1,4266.2,4426.4,4547.5,4687.2,4857.9,5007.2,5155.9,5294.2,5388.3,5486.3,5605.3,5735.2,5860.4,5953.8,6083.9,6205.7,6286.5,6440,6594.3,6741.7,6872.6,6967.8,7068.6,7177.8,7306.7,7433.2,7533.2,7657.8,7769.7,7847.2,8018,8174.5,8323.1,8475.8,8605,8701.3,8801,8919.7,9055,9179.8,9278.6,9413.6,9536.2,9615.5,9768.2,9918.8,10063,10193,10290,10391,10506,10643,10801,10955,11078,11226,11360,11506,11640,11801,11950,12100,12236,12331,12432,12553,12684,12767,12931,13078,13216,13362,13475,13562,13713,13878,14046,14184,14326,14473,14622,14762,14857,14961,15073,15214
