c,c,c,c,c,c,b,b,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,j,i,l,l,d,f,f,i,d,k,l,e,h,d,k,l,e,d,k,l,g,e,e,e,j,i,l,l,d,f,f,i,d,k,l,e,h
1049.4,1210.7,1361.6,1507.3,1647.2,1802.2,1950,2129.7,2285.6,2434.8,2565.1,2742,2893,3030.5,3170.4,3321.2,3458.9,3600,3740.2,3886.5,4039.3,4128,4225.3,4348.5,4437.6,4558.8,4686.9,4823.2,4937.4,5009.3,5164,5294.8,5441.1,5591.2,5674.9,5770.4,5900.4,5991.9,6114,6238.5,6372.5,6487.6,6559.8,6714.7,6849.6,6964.7,7086.4,7225.1,7364.1,7507.5,7645.9,7797.4,7886.2,7986.2,8114.2,8204.6,8327,8456.2,8586,8697.8,8772.5,8923.2,9064,9181.5,9296.1,9369,9524.4,9657.8,9773.2,9845.7,10029,10500,10646,10784,10922,11073,11161,11260,11386,11477,11601,11729,11860,11976,12049,12370,12514
1084.3,1236.2,1402.3,1540.3,1681.8,1834.7,2012.4,2168.7,2331.6,2479.4,2637.1,2809.8,2954.1,3093.8,3230,3380.6,3521.5,3662.2,3818.9,3964.1,4094.3,4191.3,4291.3,4396.4,4527.4,4652.2,4744.5,4874.4,5000.8,5074.8,5221.6,5369.2,5520.9,5646.4,5741,5838.8,5953.2,6079.2,6208.4,6297.6,6427.5,6545.6,6625.2,6772.5,6891.5,7000.4,7143.6,7285.9,7425.5,7576.2,7722.8,7855.2,7949.7,8049.3,8163.4,8295.2,8420.1,8513.1,8637.8,8751.6,8819.2,8984.8,9103.1,9237,9358.2,9430,9586.2,9710.8,9832,9910.1,10062,10560,10705,10848,10997,11127,11226,11324,11438,11570,11694,11784,11915,12037,12114,12434,12550
