g,c,c,c,c,b,b,b,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d
4069.5,4231.3,4387.7,4522.6,4659.9,4806.1,4953.7,5101.6,5249.7,5405.2,5552.8,5691.6,5829.8,5969.6,6106.9,6269.8,6418,6560.9,6642.9,6743,6865.5,6957.1,7079.1,7201.5,7342.1,7452.5,7522.2,7679.8,7809.8,7962.4,8108.9,8257.7,8341.8,8437.2,8562.3,8654.4,8777.1,8905.6,9050.2
4109.3,4273.5,4430.1,4567.7,4708.5,4856.8,5024.8,5172.2,5325.1,5466.3,5615.6,5752,5894.7,6032.9,6186.2,6351.2,6495.2,6623.3,6712.6,6810.6,6921.4,7048.2,7170.4,7263.8,7395.5,7515.4,7591.3,7739.5,7889.5,8041.8,8188.9,8318.6,8409.8,8510.9,8618.4,8744.8,8872.3,8968.3,9088.2
