g,c,c,c,c,c,b,b,b,b,b,b,b,b,c,e,e,e,e,e,e,e,e,g,b,b,b,b,b,b,b,b,b,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l
1998.1,2149.4,2292.5,2448.8,2585.2,2734.8,2902.2,3057.8,3219.8,3380.8,3553,3729.3,3880.1,4042.2,4198.4,4333,4481.3,4632.1,4782.3,4929.7,5074.8,5211.8,5348.8,5497.2,5640.8,5765.9,5904.8,6040.2,6192,6340.5,6479.1,6630.4,6781.6,6925.6,7066.1,7209.4,7334.6,7483,7630.6,7715.3,7817.2,7949.6,8041.7,8166.8,8298,8432.3,8554.8,8624,8775.2,8906.7,9053.3,9200.1,9351.2,9436.7,9541.7,9667.6,9760.5,9884.1,10014,10151,10275,10345
2037.6,2172.9,2333.1,2490.2,2637.9,2806.3,2973.3,3126.1,3287.7,3451.1,3619.2,3777.1,3943.5,4112.5,4229.4,4404.6,4543.8,4698.2,4843.6,4989.6,5140.1,5288.5,5413.4,5537.7,5689.5,5833.2,5976.6,6112,6268.7,6410.7,6554.1,6705.3,6848.1,6989.4,7130.8,7276.3,7414.7,7559.8,7690.8,7784.7,7888.2,8003.9,8134.2,8261.5,8361.7,8487.8,8597.7,8674.2,8838.6,8985.4,9134.5,9280.5,9413.8,9507.2,9611.1,9719.2,9853.2,9975.3,10077,10208,10335,10417
