g,c,c,c,c,b,c,b,b,b,b,e,e,e,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,h,b,e,h,b,e,j,j,i,l,l,d,f,f,i,d,k,l
2962.4,3138.3,3297.6,3449.1,3584.6,3724.8,3860.5,3997.3,4142.5,4293.4,4454.2,4599.3,4745.2,4886.8,5013.6,5153.6,5294.5,5422.9,5553.5,5695.8,5842.8,5917.7,6029.3,6153.5,6241.7,6363.6,6486,6614.7,6734.8,6801.5,6953.8,7083.5,7230.4,7375,7460.7,7559.1,7685.2,7776,7897.8,8024.1,8155.6,8267.3,8338.6,8493.2,8627.2,8744.3,8861.2,8997.2,9138.4,9274.5,9410.7,9540.3,9687.2,9825.8,9973.7,10059,10156,10284,10376,10498,10624,10762,10882,10950,11104,11236,11398,11545,11670,11808,11945,12082,12220,12365,12515,12600,12701,12828,12920,13046,13172,13308,13442,13509
3002.8,3169.3,3329,3491.4,3634.7,3787.1,3923.6,4064.4,4212.1,4361.3,4516.1,4674.1,4804.7,4950.2,5075.6,5219.1,5359.7,5485,5630.8,5775.1,5901.9,5997.2,6098,6205,6335.7,6456.7,6548.3,6669.4,6793.5,6871.9,7014.1,7165.5,7308.8,7434.2,7530.4,7628.7,7737.7,7871.5,7988,8086.8,8213.1,8331.5,8411.2,8554.4,8666.8,8788,8922.5,9064,9204.3,9338,9476.3,9623,9765.9,9906.5,10036,10139,10226,10338,10471,10593,10687,10815,10942,11026,11164,11283,11429,11591,11733,11845,11995,12149,12302,12441,12572,12668,12768,12883,13015,13139,13237,13362,13493,13571
