k,c,c,c,c,c,c,b,b,b,c,c,e,e,e,e,e,e,b,b,b,b,b,b,b,c,c,b,e,e,j,j,j,i,b,b,e,e,g,h,b,b,b,b,b,c,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,c,e,h,c,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,g,c,b,b,b,e,g,h,g,b,b,b,e,e,e,j,j,j,j,j,j,e
1990.3,2147.2,2307.9,2467.5,2600.3,2736.6,2873.3,3044.7,3186.4,3347.7,3535.6,3755.8,3942,4101.3,4265.3,4427,4599.9,4769.5,4905.3,5040.9,5186.1,5324.4,5485.3,5625.2,5779,5928.4,6072.8,6220.3,6381.8,6532.7,6672.8,6821.7,6972.1,7124.3,7276.8,7388.3,7545.2,7690.6,7830,8004.2,8139,8258.3,8388.2,8534,8674.5,8813.9,8971.6,9111.8,9251.1,9383.5,9529,9676.1,9762.6,9865.1,9993.8,10088,10213,10341,10477,10596,10669,10855,10982,11112,11239,11361,11500,11640,11776,11927,12080,12236,12321,12423,12559,12653,12779,12906,13042,13160,13234,13522,13665,13779,13914,14049,14201,14347,14486,14620,14754,14903,15049,15211,15365,15509,15646,15791,15942,16093,16242,16392,16559
2016.6,2190.1,2350.5,2508.1,2639.2,2783.1,2941.2,3108.6,3261.7,3423.7,3604.9,3814.6,4004.6,4163.8,4326,4490.2,4672,4813.6,4953.8,5112.9,5256.2,5397.8,5555.4,5704.1,5848.4,5997.8,6134.4,6298.7,6443.7,6596.2,6754.4,6900.8,7054.3,7176.3,7332.6,7457.1,7609.5,7753.9,7870.9,8035.7,8189.3,8327.4,8465.2,8605.9,8748.2,8891.4,9035.2,9174.2,9314.3,9462.1,9612.5,9737.1,9830.3,9936.6,10049,10180,10306,10406,10532,10664,10740,10902,11049,11156,11282,11421,11564,11704,11854,12009,12157,12296,12393,12496,12615,12746,12873,12969,13100,13227,13306,13561,13707,13842,13987,14123,14270,14386,14529,14659,14826,14971,15120,15275,15429,15574,15728,15874,16024,16172,16324,16477,16627
