c,c,g,c,b,b,b,b,b,g,g,e,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,h,b,e,j,j,j,j,i,l,l,d,f,f,i,g,g,g,b,e,g,b,b,b,b,b,b,b,b,b,b,c,c,c,c,c,b
1984.4,2114.6,2314.9,2503.3,3111.9,3257.6,3421.7,3585.8,3755,4275.9,4436.5,4599.5,4763.2,4930.8,5072.1,5226.9,5391.3,5555.1,5716.3,5864.7,5953.2,6056.8,6181.4,6273.6,6397.5,6527.4,6664.9,6778.5,6852.5,7029.6,7165.5,7309.8,7464.1,7605.9,7750.5,7843.4,7943.6,8073,8162.2,8286.1,8415.7,8548.9,8671.7,8735.6,8897.5,9026.7,9139.5,9268.2,9409.4,9537.4,9669.8,9803.6,9951.8,10100,10252,10403,10490,10590,10722,10813,10937,11069,11227,11378,11535,11694,11821,11974,12103,12240,12376,12534,12676,12817,12961,13095,13238,13380,13535,13672,13815,13965,14112,14270
2013.3,2151,2357,2533.2,3174.8,3326.6,3491.5,3651.5,3806.9,4319.8,4495.1,4661.4,4819.6,4993.2,5136.2,5289.3,5466.1,5631.1,5794.1,5921.6,6018.6,6121.5,6229.8,6363.9,6492.8,6584,6716.8,6833.4,6915.4,7094.4,7235.6,7387.2,7541.2,7685.1,7809.3,7905.5,8004.7,8118.1,8253.3,8383.5,8472.7,8600.8,8722.1,8797.8,8950.5,9066.1,9186.9,9332.5,9456.2,9591.4,9733.8,9882.5,10032,10178,10327,10463,10555,10662,10772,10906,11031,11124,11269,11420,11572,11732,11879,12009,12151,12291,12440,12603,12743,12888,13028,13170,13310,13453,13580,13725,13870,14020,14180,14335
