c,c,c,c,c,c,g,c,g,g,c,g,e,e,e,e,e,g,b,b,b,b,b,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,h,g,b,e,e,e,e,j,j,j,i,l,l
1022.5,1161.9,1337.7,1503.9,1634.3,1804.2,1998.1,2194.8,2378.9,2525.6,2713.9,2903.5,3056.1,3210.8,3362.2,3521.9,3675.5,3836.6,3974.7,4111.3,4258.7,4427.2,4576.6,4723.7,4877.9,5022.1,5158.4,5305.8,5457.3,5608.8,5695.4,5797.8,5931.2,6026.1,6150.4,6275.2,6425.4,6543,6616.9,6769,6915.2,7069.1,7217,7304.9,7405.8,7531,7623.6,7747.4,7879.3,8009.4,8128,8199.7,8420.9,8534.5,8671.2,8818.8,8966.7,9122.5,9243.9,9387.3,9532.6,9682.8,9826.4,9974.4,10121,10274,10366,10474
1043.7,1200.2,1363.9,1540.7,1686.2,1857.2,2036,2232.3,2419.8,2570.5,2749.5,2948,3114.3,3263,3421.2,3581.8,3735.4,3883.6,4029.6,4175.5,4326.2,4499.7,4647.4,4786.3,4942.6,5083.4,5237.6,5389.3,5536.7,5660.8,5762.6,5863.2,5984.1,6118.3,6244.7,6339.9,6478.4,6604.8,6681.1,6828.6,6994.7,7145.8,7273.6,7369.2,7471.4,7589.3,7714.9,7838.8,7934.1,8065.2,8190.4,8269.4,8443.6,8596.3,8708.7,8849.7,9010.7,9162.6,9308.1,9451.2,9599.1,9744.6,9905.1,10052,10201,10334,10427,10527
