c,c,c,c,b,b,b,b,e,e,e,e,e,e,j,j,i,l,l,d,f,f,c,e,e,e,e,j,j,i,l,l,d,f,f,i,d,k,l,b,e,h,d,k,l,e,j,j,j,i,l,l,d,f,f,i,d,k,l,e,h,b,e,e,e,e,j,j,j,i,l,l,d,f,f,i,d,k,l,b,e,d,k,l,e,d,k,l,g,g,g
3047.7,3207.8,3334.5,3486.8,3633.9,3785.8,3925.7,4105.3,4259,4400.8,4539.6,4677.9,4822.7,4962.2,5097.3,5239,5393.8,5479.6,5575.8,5705.3,5795.4,5922.8,6081.7,6197.9,6341.2,6482,6632.1,6763.8,6908.3,7052.5,7134.8,7233.4,7359.9,7450.1,7573.4,7700.1,7832,7945.9,8016.4,8199.3,8317.2,8451.3,8564.3,8681.5,8750.3,8900.4,9030.1,9171.2,9321.4,9470.1,9558,9658.8,9780.6,9873.4,9997.9,10127,10254,10368,10440,10635,10768,10900,11022,11169,11301,11435,11556,11698,11846,11993,12077,12180,12306,12398,12521,12648,12784,12903,12972,13188,13310,13445,13566,13638,13801,13935,14056,14128,14291,14473,14637
3077.9,3246.7,3369.8,3539.6,3693.3,3850.9,3991,4170.9,4328.6,4459.7,4601.9,4738.4,4884.5,5038.7,5172.1,5317.9,5451.7,5543.9,5646.5,5752.6,5888.8,5979.8,6123.3,6262.3,6404.9,6545.5,6697.8,6843.2,6985,7112.3,7204.3,7302.7,7415.3,7543.6,7669.7,7760.2,7885.3,8001.7,8083,8237,8377.9,8494.7,8623.9,8736.8,8817.7,8958.4,9105.5,9256,9403.3,9528.4,9623.5,9727,9832.8,9966.1,10094,10187,10308,10433,10513,10708,10811,10940,11082,11230,11362,11501,11631,11777,11927,12055,12146,12246,12360,12493,12615,12714,12830,12965,13043,13224,13372,13502,13619,13704,13860,13992,14116,14196,14329,14515,14666
