r,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1992.6,2142.8,2296.4,2477.8,2628.7,2757.7,2836.9,2909.7,3086.8,3231,3349.3,3422.9,3492.9,3594.1,3699.5,3773.4,3850.7,4058,4206.4,4337.5,4410.4,4480.3,4586,4686,4760,4836.9,5035.3,5185.6,5315.4,5388.5,5460,5563.1,5671,5747.4,5824.3,6032.6,6180.2,6308.4,6380.7,6453.2,6560.7,6662.9,6737.6,6816.3,7025.7,7178.2,7319.4,7392.5,7463.6,7567.1,7675.3,7751.2,7829.1,8075.3,8214.1,8410.4,8554.2,8718.8,8791,8864.9,8974.8,9075.4,9150.5,9229.7,9448.7,9602.6,9744,9816.5,9889.1,9998.2,10103,10180,10258,10456,10612,10746,10820,10893,11003,11107,11182,11262,11530,11670,11877,12025,12168,12245,12324,12519,12673,12811,12884,12958,13064,13175,13244,13328
2055.6,2217.7,2365.5,2544.8,2704.9,2815.5,2878.5,2960.2,3214,3294.1,3399.7,3475.3,3559.2,3667.5,3760.8,3838.9,3916.5,4184.4,4261.1,4387.2,4463.6,4546.3,4652.2,4743.8,4828.4,4905.1,5165.1,5242.4,5364.4,5443.8,5525.2,5635.8,5730.4,5813.2,5891.2,6158.2,6236.8,6359.6,6434.6,6521.5,6627.2,6721.1,6802.9,6883.1,7158.4,7238,7371.5,7447.9,7531,7637.3,7737.2,7817.6,7900.3,8128.9,8282.4,8470.8,8631.4,8771.9,8846,8930.9,9041.2,9135.1,9218.1,9297.5,9585.1,9664.5,9796,9872.8,9957,10063,10162,10247,10327,10588,10676,10799,10876,10961,11070,11169,11251,11330,11588,11737,11940,12103,12231,12314,12393,12655,12737,12864,12941,13025,13137,13235,13325,13409
