l,l,l,l,l,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,w,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1966.8,2180.3,2370.9,2535.6,2711.8,3062.3,3240.2,3551.2,3711.3,3855.2,3916.7,3998.6,4189.1,4260.4,4331.7,4435.9,4539.9,4619.1,4691.9,4936.3,5099.4,5263,5338.6,5409.7,5511.7,5617.8,5692.2,5771.1,5971.6,6126,6245.9,6319,6391.9,6498.7,6605.3,6679.4,6758.6,6995.7,7134.3,7317.4,7464.9,7595.3,7673.3,7751.6,7934.1,8089.9,8220,8291.8,8364.7,8469.6,8576.2,8650.3,8729.8,8972.9,9131.1,9314.1,9460.4,9594.2,9670.4,9748.9,9925.7,10079,10203,10278,10350,10455,10563,10637,10717,10948,11090,11286,11436,11582,11659,11737,11922,12075,12196,12270,12343,12453,12556,12631,12712,12929,13082,13212,13286,13358,13467,13569,13645,13725,14032,14164,14354,14502,14635,14712,14791,14980,15134,15268,15342,15415,15524,15626,15702,15783
2076.2,2266.9,2440.1,2609.5,2789.1,3163.9,3313.9,3611.7,3782.9,3902.1,3993.9,4070,4237.2,4313.1,4398.7,4505.1,4599,4659.6,4741.9,5002.4,5177.3,5312.2,5388.5,5472.8,5583.5,5679,5758.4,5833.3,6101.6,6188.3,6296.9,6373.8,6460.5,6570.3,6666.8,6745.4,6824.1,7064.8,7203.6,7386.2,7542.6,7657.3,7738.3,7816,8068.3,8154.1,8272.4,8344.4,8429.4,8542.4,8635.5,8718.8,8795.8,9026.4,9199.4,9374,9539.1,9656.2,9735.2,9815.3,10056,10143,10253,10333,10418,10531,10621,10704,10783,11013,11163,11353,11514,11642,11726,11805,12056,12135,12248,12325,12411,12520,12614,12699,12780,13062,13149,13263,13339,13424,13534,13630,13714,13792,14086,14237,14425,14584,14699,14780,14860,15119,15197,15323,15398,15483,15593,15691,15770,15852
