r,w,r,l,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,a,c,x,y,d,d,d,p,a,c,c
1991.7,2518.1,2902.3,3065.8,3213.6,3401.9,3585.6,3736.3,3870,3942.6,4023.8,4198.7,4270.9,4340,4448.7,4549.9,4621.9,4702.9,4927.3,5075.3,5244.8,5318.3,5387.8,5494.1,5597.4,5667.9,5749.7,6016.6,6165.6,6326.2,6398.2,6471,6576.2,6683.9,6754.2,6828.6,7202.3,7358.9,7518.4,7591.2,7662.7,7770.9,7874.1,7946.6,8028.2,8289.3,8461.9,8649.1,8799.1,8953.2,9017.4,9099.1,9303.2,9452.2,9583.1,9657.5,9729.9,9839.5,9955.7,10017,10106,10529,10685,10837,10909,11218,11369,11510,11582,11656,11762,11873,11944,12036
2040.9,2614.9,2965.1,3129.6,3278.8,3473.4,3647.1,3806.2,3931.5,4016.3,4098.5,4248.3,4324.5,4405.6,4512.2,4612,4696.5,4777,4993.3,5155.8,5295.9,5370.8,5454.2,5562.9,5655.1,5746.5,5830.3,6080.2,6242.8,6377.8,6454.4,6536.9,6647.7,6743.6,6824.9,6910.8,7259.6,7435,7567.6,7647.8,7728.5,7835.8,7937,8023.8,8107.9,8345,8523.1,8712,8875.6,9008.3,9095.7,9177.3,9432.5,9508.6,9634.8,9713.2,9795.3,9906.6,10004,10095,10172,10595,10767,10898,11071,11348,11432,11561,11637,11725,11833,11936,12025,12103
