l,w,l,l,r,l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,w,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1838.9,1973.3,2188.3,2389.3,2773.7,2919.5,3074.9,3303.1,3471.7,3611.8,3790.1,3938.2,4062,4134.5,4215.9,4390.2,4463.5,4536.1,4638.6,4743.3,4814.4,4894.4,5200.8,5347.7,5513.8,5587.6,5658.8,5766.5,5868.3,5948.8,6022.9,6222.3,6369.7,6493.9,6565.9,6637.6,6744.8,6846.9,6922.1,6999.7,7214.7,7353.7,7541.6,7682.7,7822.3,7898.2,7975.2,8158.7,8311.9,8434.2,8508.4,8580.3,8688.8,8790.4,8864.9,8942.9,9180.4,9358.9,9501.1,9635.9,9713.2,9790.7,9972.8,10127,10245,10319,10391,10496,10604,10680,10759,10987,11129,11319,11464,11598,11674,11752,11938,12089,12213,12286,12359,12463,12571,12647,12726,12983,13129,13330,13474,13609,13683,13765,13942,14097,14220,14295,14367,14473,14580,14657,14735
1883.5,2102.4,2275.7,2464,2815.3,2998.2,3158,3367,3538.2,3679.1,3850.8,4008.4,4121.2,4209.5,4287.7,4441.3,4517.3,4600.7,4708,4801.1,4890.2,4964.8,5259.9,5422.7,5563.7,5640.8,5722.7,5830.6,5929.3,5992.4,6075.6,6346.5,6434.5,6543.2,6619.5,6701.1,6810.9,6907.6,6987.4,7063.8,7271.4,7423.6,7601.8,7760.1,7882,7964.3,8041.4,8293.2,8371.4,8484.2,8562.1,8644.5,8755,8851.2,8929.5,9009.6,9238.5,9418.1,9579.2,9698.5,9779.2,9860.6,10106,10189,10297,10375,10459,10570,10666,10748,10827,11042,11196,11386,11541,11660,11738,11819,12072,12156,12262,12341,12425,12536,12632,12714,12792,13038,13199,13391,13547,13672,13759,13840,14082,14160,14273,14351,14435,14547,14643,14730,14803
