r,l,l,l,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,a,c,c,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l
1973.9,2120.9,2297.8,2457.2,2609.8,2760.1,2950.7,3099.9,3233.3,3304.9,3387.6,3550,3622.5,3692.8,3799.3,3900.4,3979.9,4053.3,4273.4,4418.3,4566.1,4636.4,4709,4886.9,4959.4,5031.7,5139.7,5242.2,5319.9,5395.3,5596.9,5744.8,5876.8,5951.1,6023.8,6127.7,6243.3,6305.8,6388.2,6618.2,6755.8,6935.4,7077.4,7214.5,7287,7369.3,7552.4,7703.3,7830.6,7905,7976.7,8080.7,8187,8263.9,8342.4,8582.7,8714.5,8910.8,9051.7,9187.5,9260.1,9342.9,9534.9,9685.8,9809.5,9883.7,9956.4,10063,10167,10240,10322,10551,10702,10866,10940,11012,11117,11226,11298,11381,11655,11804,12003,12146,12281,12356,12437,12624,12775,12904,12977,13050,13159,13264,13339,13422,13663,13815,13947,14022,14095,14202,14309,14385,14466,14744,14891
2018.6,2227.2,2366.6,2524.2,2682.8,2832.1,3010.6,3174,3291.8,3379.3,3457.9,3600.8,3677.9,3758.4,3864,3961.9,4023.7,4104.2,4330,4491.4,4617,4700.2,4776.4,4936.1,5015.5,5097.5,5204.4,5302.3,5378.9,5464.1,5718.8,5802.8,5929.8,6004.8,6090,6197.8,6296.9,6381,6460.9,6677.7,6820.4,6994.9,7154.3,7276.4,7365.6,7439.6,7680.7,7762.6,7883.8,7959.1,8039.8,8152.4,8252.9,8334.9,8413.3,8643.4,8785,8968.9,9130.3,9252,9339.2,9420.7,9664.1,9745.5,9861.7,9937.4,10020,10127,10229,10314,10393,10618,10780,10920,10994,11077,11185,11289,11377,11454,11712,11870,12057,12225,12343,12430,12511,12754,12834,12956,13034,13119,13225,13327,13418,13498,13794,13874,14003,14078,14159,14272,14376,14457,14538,14798,14957
