r,w,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,w,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1972.1,2125.8,2338.4,2586.6,2748.5,2900.2,3080.5,3230.5,3358.3,3435.5,3508.3,3679.8,3750.5,3818.5,3924.3,4022.3,4099.7,4172.4,4408.2,4554.2,4722.2,4793.4,4863.2,4966.6,5065.1,5136.6,5212.7,5469.8,5618.2,5779.3,5851.5,5922.1,6025,6129.8,6200.7,6280.7,6495.8,6638.5,6820.4,6965.1,7104.4,7178.6,7255.8,7456,7605.7,7737.6,7807.7,7879,7987.5,8088.3,8165.4,8238,8450.2,8602.2,8734.3,8807.5,8880.3,8987.1,9091.2,9166.6,9243.2,9474,9675.9,9818.8,9956.8,10030,10109,10301,10452,10594,10667,10738,10846,10949,11023,11101,11311,11463,11604,11677,11750,11856,11965,12040,12118
2022.5,2241.2,2416.9,2647,2818.9,2967.5,3139.4,3303,3416.7,3477.7,3557.5,3730.6,3804,3882.7,3987.3,4081.7,4153.6,4232.9,4468.5,4622.9,4773.2,4846.2,4924.8,5031.8,5123.1,5199.7,5282.5,5529.4,5691.6,5828.3,5906.3,5986.3,6096.7,6187,6277.6,6353.2,6553.5,6704.3,6879,7038.2,7163.7,7241.4,7322.9,7581.3,7658.2,7787,7861.1,7944,8051.9,8147.2,8222.8,8307.4,8583.6,8661.8,8786.4,8862.3,8947.3,9055.2,9150.4,9231.2,9310,9528.6,9735.7,9894,10019,10099,10176,10438,10508,10644,10722,10805,10912,11009,11093,11172,11444,11520,11652,11731,11817,11926,12027,12107,12189
