r,l,r,l,r,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1976.1,2139.9,2482,2647.8,2860.6,3010.8,3167.5,3235.4,3306.7,3577.7,3728.2,3886.6,3957.1,4027.4,4130.2,4231.7,4301.9,4381.5,4646.6,4798.4,4956,5027.4,5097.2,5202.4,5301.5,5378.8,5452.6,5720,5865,6029.8,6100.8,6172.8,6279.5,6379.6,6453,6529.7,6799,6955.5,7155.2,7306.7,7469.9,7542.8,7618.8,7823.8,7969.9,8098.7,8171.8,8243.5,8350.6,8451.3,8524.8,8602.4,8812.2,8956.9,9091.3,9165.2,9236,9339.2,9447.3,9520.3,9598.7,9948,10097,10260,10330,10402,10510,10614,10688,10765,10978,11128,11272,11346,11419,11524,11629,11704,11782
2020.2,2255.1,2535.2,2719.2,2919.2,3079.6,3214.6,3273.2,3356.9,3634.4,3801.5,3937.3,4009.3,4091,4198.6,4288.7,4375.5,4455.6,4703.8,4863.4,5004.5,5078.2,5159.7,5267.9,5359.3,5439.3,5519.5,5785.5,5934,6079.5,6153,6239.8,6346.8,6436,6516.3,6595.2,6854.3,7019.3,7215,7379.9,7528.5,7609,7686.2,7949.8,8027.2,8148.3,8226.9,8310.2,8415.1,8508.5,8591.6,8673.3,8935.2,9018.9,9141.7,9219.5,9304.3,9413,9505.8,9589.3,9666.8,10004,10172,10307,10385,10469,10580,10673,10757,10834,11106,11188,11324,11401,11487,11596,11689,11773,11852
