l,l,l,r,l,l,l,r,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1983.8,2206.7,2419.8,2757,2929.2,3089.7,3260.6,3509.4,3664.4,3804.3,3872.7,3949.5,4279,4427.9,4586.7,4657.3,4726.8,4830.3,4941.8,5009.6,5081.8,5328.8,5488.6,5650.6,5721,5791.2,5897.4,5998.7,6072.2,6149,6389.9,6542.5,6702.2,6772,6842.5,6946.3,7049.8,7124.3,7200.2,7415.9,7560.7,7696.1,7766.8,7838,7944.7,8046.8,8119.1,8196.9
2078.2,2275.9,2485.8,2804.3,2992.2,3151.1,3319.9,3567.4,3735.1,3861.2,3942.3,4022.1,4336.6,4500.8,4637.3,4708.6,4790.5,4895.9,4991.4,5051.6,5131.3,5388.8,5559.5,5699.3,5774.9,5856.3,5961.6,6056.4,6139.7,6211.1,6453.6,6618.3,6751.6,6824.5,6907.1,7013,7110.5,7184.4,7269.1,7535,7613.1,7748.8,7820.6,7901,8009.7,8106.3,8181.4,8264.9
