w,l,r,l,r,l,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
2986.3,3182.7,3365,3514.8,3701.8,3891.6,4046.6,4214.5,4414.6,4563.4,4696.4,4768.4,4850.4,5030.5,5102.8,5174.9,5281.6,5387.5,5468.7,5542.2,5785.5,5929.6,6094.6,6168.5,6241.2,6349.2,6451.8,6523.8,6603.8,6847.2,6995.2,7178.5,7322.6,7477,7539.2,7620.9,7806.7,7962.1,8081.6,8155.2,8228.3,8337.5,8438.7,8511.5,8592.1,8795.4,8949.7,9072.8,9146.2,9220.3,9325.6,9431.2,9503.5,9586.2,9815.1,9952.4,10132,10277,10417,10493,10571,10754,10904,11025,11099,11171,11275,11383,11457,11537,11796,11977,12122,12264,12337,12421,12603,12757,12879,12952,13023,13130,13235,13311,13389
3100.8,3252.1,3414.7,3594,3757.8,3951.8,4116.6,4288.6,4472,4635.6,4756.7,4846.4,4923,5078.4,5154.8,5238.8,5347.2,5448.3,5512.2,5595.3,5841,6005.5,6144.6,6222.5,6306,6411.1,6508.9,6600.6,6677.9,6904.4,7059.3,7237.4,7394.5,7526.7,7614.2,7693.3,7936.4,8016,8131.2,8211.2,8293.3,8400.1,8498.2,8588.2,8666.6,8928.4,9010.3,9123.6,9200.8,9285.3,9395.1,9491,9582.7,9658.1,9871,10015,10190,10349,10479,10560,10638,10882,10961,11077,11151,11236,11346,11440,11525,11605,11855,12037,12201,12327,12417,12496,12739,12820,12931,13007,13087,13198,13294,13378,13457
