l,l,l,l,l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
2132.8,2256.2,2459.1,2634.3,2787.3,2954,3265.4,3435.9,3600.8,3774.6,3927.4,4063.9,4141.4,4213.7,4384.9,4458.1,4530.3,4631.8,4739.3,4817,4894,5118.9,5266.8,5428.2,5502.9,5572.2,5674.9,5783.7,5864,5936.2,6162,6310.1,6490.9,6644.7,6795.1,6864.8,6938.9,7135.3,7281.5,7402.9,7479.4,7651.4,7764.7,7840.4,7919.1,8127.5,8275.7,8415.9,8490.8,8565.2,8674.6,8778.8,8854.9,8932.9,9192.1,9344.2,9516.2,9589.2,9658.2,9765.1,9877.3,9951.6,10032,10269,10425,10614,10760,10910,10985,11066,11282,11436,11580,11652,11727,11832,11945,12020,12100
2165.2,2372.9,2545.3,2705.8,2879.9,3024.7,3315.9,3506.6,3664.4,3839.7,4008.9,4128.2,4183.1,4263.9,4438.3,4515.6,4596.6,4707.9,4805.8,4881.2,4962.6,5191.4,5345.3,5486.9,5562.1,5644.9,5747.1,5844.3,5932,6020.1,6235.8,6392,6565.9,6733.2,6832.2,6911.8,6989.8,7271.2,7356.4,7466.5,7626.1,7734.6,7827.1,7910,7987.6,8261.1,8346.5,8476.1,8550.1,8636.9,8746.4,8847.9,8929.6,9003,9260.5,9425.5,9573.2,9652.6,9738.5,9842.8,9943.7,10014,10103,10356,10493,10684,10852,10979,11059,11140,11432,11505,11644,11723,11804,11911,12006,12092,12170
