r,l,l,l,r,l,l,l,r,p,a,c,c,d,d,d,p,a,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c
2934.4,3105.2,3294.1,3465.9,3803.9,3967.5,4116.3,4268.6,4439.3,4585.8,4720.6,4792.5,4873.1,5048.8,5120.7,5188.8,5295.9,5398.9,5469.5,5777.7,5926.8,6095.1,6169.2,6239.5,6347,6450.4,6522.9,6604,6812.4,6958.6,7084.7,7157.9,7230.2,7342.1,7444.5,7524.3
2969.1,3202.8,3364.6,3527.4,3854,4030.7,4176.2,4332.9,4499.7,4653.9,4778.2,4864.6,4943,5098.8,5173.8,5253,5359.2,5458.5,5623.2,5841.4,6002.2,6145.8,6221.5,6305.8,6412.6,6512.2,6597.7,6676.5,6933.7,7012.7,7136.8,7215.1,7297.7,7407.7,7502.4,7673.2
