l,l,r,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c
2597.8,2818.7,3079.6,3246,3475.6,3637.1,3808,3976.3,4122.8,4250.8,4322.1,4402.4,4574.3,4645.5,4715.5,4823.5,4922.2,4989.9,5069.2,5286.3,5429.8,5587,5659.5,5730.3,5836.7,5937,6015.6,6089,6339.7,6480.1,6639.2,6711.5,6782.7,6885.5,6989.5,7062.4,7140.7,7385.5,7559.2,7731,7805.7,7877.7,7981.6,8087,8160.9,8239.6
2713.1,2910.9,3144.8,3307.9,3534.5,3704.4,3870.9,4038.3,4195.7,4311.9,4396.3,4472.2,4622.6,4696.5,4781.6,4887.7,4978.9,5066.2,5141.9,5346.6,5504.8,5638,5711.6,5793.7,5902.8,5997,6056.3,6136.8,6398.4,6558.6,6689.2,6764.8,6851,6956,7047.5,7127.3,7208.8,7446.8,7635.7,7783.7,7861.6,7943.2,8051.1,8148.6,8228.2,8306.4
