l,l,l,r,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1754.4,1953.4,2105.3,2286.7,2807.2,2969.3,3142.6,3333.5,3484.8,3611.6,3686.2,3763.7,3938.9,4009.7,4080.9,4187.6,4289.3,4367.9,4441.3,4660.3,4805.8,4971.3,5043.6,5113.5,5221.5,5323.2,5398.3,5475.2,5705.7,5851.6,6036,6176.4,6310.2,6385.8,6463.2,6660.6,6810.1,6932.6,7005.7,7077.4,7186.3,7287.4,7362.7,7439.9,7638.9,7788.8,7916.8,7991.2,8064,8172.3,8276.6,8348.1,8429.1,8882.5,9028.5,9184,9258,9328.3,9436.4,9538.5,9614.1,9693,9915.9,10064,10193,10268,10340,10445,10551,10628,10705,10957,11101,11299,11448,11582,11659,11738,11928,12081,12209,12282,12354,12464,12568,12644,12722,13062,13204,13362,13436,13508,13619,13722,13797,13878,14354,14509,14671,14742,14816,14924,15026,15103,15183,15406,15598,15799,15941,16075,16153,16231,16428,16581,16709,16782,16855,16965,17070,17146,17225,17544,17685,17882,18034,18166,18242,18320,18526,18682,18812,18884,18958,19066,19169,19246,19326
1846.6,2015.8,2164.8,2338,2860,3030.7,3200.5,3389.5,3553.7,3671.5,3758.5,3834.2,3989.4,4061.6,4143.8,4253,4348.3,4409.9,4490.3,4716,4884.3,5022,5097.1,5180.6,5288.6,5379.5,5463.2,5541.7,5759.4,5913.9,6097.2,6249.8,6370,6443.2,6534.2,6783.7,6863.4,6980.7,7057.7,7143.1,7251.8,7347.9,7427.9,7508.7,7766,7845.8,7969.6,8046.4,8130.1,8240.3,8336.2,8423.2,8506.7,8937.4,9098.4,9235.5,9312,9395.3,9503.8,9599.8,9679,9758.2,10043,10120,10247,10323,10407,10516,10613,10700,10777,11009,11167,11361,11529,11645,11728,11806,12056,12134,12258,12337,12422,12532,12628,12713,12792,13120,13275,13415,13492,13574,13686,13783,13875,13955,14410,14573,14719,14798,14880,14993,15089,15172,15248,15466,15667,15856,16013,16137,16217,16303,16559,16635,16762,16838,16921,17033,17131,17215,17293,17599,17753,17941,18110,18224,18307,18389,18660,18738,18863,18939,19025,19134,19231,19315,19396
