r,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
3051.5,3209.4,3768,3923.4,4073.8,4290.1,4451.3,4596.3,4682.5,4740.5,4929.3,5001.3,5071.8,5172.4,5277.4,5351.5,5441.1,5689.9,5838.6,6003.1,6076.9,6149.4,6254,6363,6435,6513.6,6748.3,6899.6,7065.8,7138.5,7209.8,7313.5,7420.4,7502.1,7602.9,7835.6,7987.1,8139.3,8230.1,8319.8,8502.9,8653.8,8788.1,8864.5,8936.3,9040,9147.9,9223.8,9301.7,9521.3,9669.1,9817.6,9891.6,9964.2,10067,10179,10261,10337,10579,10731,10872,10946,11020,11124,11233,11304,11391
3109.6,3273.9,3839.3,4010.5,4156,4362.9,4538.2,4632.8,4704.9,4791.8,4983,5062,5145.2,5250.8,5334.7,5418.7,5519.6,5761.4,5927.9,6063.8,6140.7,6220.7,6333.8,6428.2,6510.4,6588.8,6824.4,6984.9,7121.3,7199.9,7283.7,7394.1,7479.7,7580.5,7663.2,7912.1,8075,8196.5,8280.5,8377.8,8640.3,8729.3,8848.7,8926.9,9009.5,9118.8,9220.3,9296.7,9381.3,9657.4,9739.8,9879.7,9955,10040,10150,10248,10307,10390,10720,10808,10932,11010,11094,11205,11299,11381,11475
