l,l,l,l,l,l,l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1978.4,2145.9,2331.3,2517.4,2684.8,2864.2,3024.3,3412.9,3659,3824.5,3987.5,4228.6,4390.4,4525.6,4600.9,4679.7,4862.1,4933.9,5006.9,5117.6,5221,5293.4,5376.2,5614.4,5762.2,5925.3,5999.8,6070.9,6180.7,6283.5,6363.9,6439.6,6673.1,6824.6,6962.9,7039.8,7120.3,7323.6,7475,7603.1,7678.9,7750.9,7862.1,7966.7,8040.8,8121.5,8356.1,8508.6,8651.9,8725.6,8800,8910.6,9015,9096.5,9172.1,9410.1,9577.1,9761.8,9911.9,10057,10135,10215,10436,10587,10716,10791,10865,10970,11079,11151,11235,11535,11685,11904,12057,12207,12283,12365,12561,12715,12844,12919,12992,13103,13210,13284,13364,13585,13742,13880,13955,14029,14135,14248,14325,14406,14712,14866,15027,15101,15175,15279,15390,15467,15548,15799,15956,16087,16163,16237,16350,16456,16532,16614,16869,17025,17168,17245,17319,17435,17540,17616,17698
2054.3,2244.8,2411.5,2585.6,2756.6,2929.5,3072,3518,3718,3896,4052.2,4288.1,4463.2,4586.5,4676.2,4757.4,4913.1,4986.7,5072.3,5182.2,5282.8,5371.3,5452.6,5678.3,5840.2,5979.4,6055.1,6138.8,6246.9,6344.7,6410.6,6491,6743.6,6908.4,7026.9,7103.9,7189.2,7456.7,7534.2,7654.2,7733.1,7820,7930.7,8030,8113.2,8190.6,8485.8,8574.7,8705.7,8779.7,8868.9,8978.6,9077.4,9165.2,9242.3,9485.5,9645,9831.9,9994.5,10123,10207,10287,10569,10652,10770,10848,10931,11042,11142,11231,11309,11591,11750,11972,12141,12271,12356,12437,12699,12779,12898,12975,13060,13166,13272,13359,13435,13721,13808,13935,14011,14098,14212,14313,14400,14476,14778,14949,15080,15157,15241,15355,15456,15539,15617,15936,16020,16142,16221,16305,16420,16518,16607,16684,17007,17086,17226,17302,17391,17502,17604,17691,17773
