w,w,l,l,l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1933.6,2183.8,2425.3,2613.1,2813.3,3019.5,3314,3476.5,3626.1,3858.9,4023.3,4165.3,4236.2,4310.4,4488.7,4560.9,4632.3,4740.3,4840.4,4915.8,4993.7,5236,5382.2,5543.3,5617.3,5690.3,5800.5,5901.9,5974,6057.3,6260.7,6407.6,6543.7,6617.2,6690.8,6800.6,6905.2,6977.1,7058.6,7298.4,7432.8,7632.4,7779.5,7913.4,7992.6,8072.1,8255.9,8411.3,8545.5,8617.9,8690.5,8797.3,8903.8,8976.8,9059.4,9313.8,9485.8,9637.3,9785.2,9858,9941.3,10119,10272,10399,10473,10546,10658,10761,10837,10916,11130,11281,11409,11483,11556,11666,11772,11848,11927,12204,12353,12517,12592,12666,12775,12880,12957,13038,13240,13394,13540,13615,13689,13800,13907,13984,14064
2020.2,2297.7,2529,2689,2892.6,3095.6,3369.7,3539.2,3696.8,3921.8,4092.3,4215.2,4275.5,4358.5,4537.5,4610.5,4695.2,4805.2,4900.3,4980.9,5063.2,5294.4,5458.2,5592.7,5671.7,5756.7,5862.1,5963,6051.2,6129.1,6381.5,6469,6593.6,6667.2,6754.6,6869.5,6964.8,7055.4,7132.2,7356.8,7501.9,7690.8,7861.8,7977.5,8059.1,8138,8391.6,8473.4,8597.8,8671.6,8756.4,8870.4,8965.4,9055.3,9135.8,9368.8,9545.5,9713,9845.8,9935.7,10014,10249,10334,10451,10528,10615,10727,10824,10904,10982,11261,11344,11462,11538,11623,11735,11832,11916,11997,12264,12433,12570,12648,12733,12843,12942,13027,13104,13377,13459,13591,13671,13759,13871,13968,14052,14134
