w,l,l,l,l,r,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c
1934.3,2291.9,2509.2,2683.5,2852.8,3268,3434.4,3577.4,3792.6,3938.8,4077.5,4139.8,4218.6,4394.6,4466.8,4536.8,4643.4,4745.1,4817.2,4896.4,5124.2,5263.9,5423.4,5495.8,5566.3,5672.2,5777.2,5849.6,5931,6156.7,6304.3,6444,6516.1,6588.1,6694.5,6794.5,6874.2,6948.3,7170.7,7323.6,7448.1,7520.8,7593.9,7700,7805.5,7880.6,7958.3,8185.1,8317.8,8499.9,8643.8,8778.6,8854.1,8933.2,9099.9,9252.8,9367.8,9441.3,9515,9624.6,9726.5,9798.9,9881.1,10133,10288,10477,10620,10754,10829,10907,11088,11243,11365,11439,11511,11619,11721,11793,11875,12130,12275,12431,12505,12578,12683,12790,12862,12944,13145,13298,13428,13501,13576,13681,13789,13864,13944,14256,14399,14601,14743,14879,14956,15035,15222,15374,15498,15573,15647,15757,15861,15936,16017,16277,16424,16563,16641,16718,16916,17072,17196,17272,17345,17456,17559,17635,17716,18189,18340,18501,18575,18649,18759,18864,18939,19019
2031.7,2417.4,2590.9,2759.1,2918.7,3317.4,3493.2,3641.1,3846.5,4012.1,4127.2,4211.2,4290,4446.1,4520.9,4602.8,4709.8,4801.1,4888.6,4967.4,5183.8,5338.5,5473.7,5550.6,5633.6,5740.8,5836.7,5927.7,6007,6284.2,6364,6492.2,6569.7,6654.3,6760.4,6851.7,6918.5,6998.5,7304.6,7386,7497.7,7576.4,7658.7,7769,7867,7947.7,8028.8,8243,8384.5,8559.7,8719.7,8843.4,8920.7,8998.2,9235.2,9312.1,9420.5,9496,9579.4,9691.1,9787.3,9877.8,9954.7,10193,10357,10543,10699,10813,10897,10974,11224,11304,11416,11494,11580,11688,11780,11871,11948,12191,12352,12484,12560,12643,12756,12847,12940,13021,13281,13365,13480,13556,13643,13754,13850,13932,14013,14310,14471,14660,14826,14941,15026,15105,15355,15440,15551,15630,15714,15826,15920,16007,16086,16341,16497,16625,16709,16788,17055,17134,17250,17328,17414,17526,17621,17705,17783,18255,18419,18555,18631,18716,18828,18924,19010,19088
