w,r,l,l,r,p,a,c,c,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c,l,l,r,p,a,c,c,x,y,d,d,d,p,a,c,c
1935.8,2300.3,2461.2,2612.2,2864.7,3014,3163,3222.9,3302.7,3547,3697.2,3901,4054.9,4180.7,4259.3,4331.5,4507.2,4579.9,4649.5,4752.5,4858.1,4928.9,5009.3,5246.4,5401.1,5567,5639.1,5709.9,5816.2,5916.9,5991,6068.8,6272.1,6420.4,6551.4,6622.3,6692.8,6796.9,6904,6973.9,7055.3,7292.8,7438.2,7596.1,7667.6,7739.5,7843.2,7948.6,8019.8,8100.4,8300.8,8448.4,8578,8651.5,8724.1,8829.3,8935.8,9011.4,9089.2,9325.5,9471.4,9656.8,9801,9932.4,10008,10087,10275,10426,10547,10620,10693,10801,10904,10974,11056,11307,11449,11611,11684,11756,11859,11965,12039,12119,12572,12725,12869,12941,13025,13214,13364,13492,13565,13638,13746,13849,13924,14002,14323,14474,14674,14815,14952,15029,15108,15306,15460,15593,15667,15739,15844,15951,16026,16105,16362,16504,16695,16845,16974,17051,17129,17328,17478,17606,17679,17752,17857,17965,18041,18122
2041.5,2356.3,2535.6,2685.7,2920.3,3081,3209.4,3296.6,3377.7,3606.5,3766,3965.6,4132.8,4238.8,4302.4,4383,4556.3,4632.2,4714.8,4823.7,4915.7,5005.8,5084.5,5311.2,5477.4,5617.2,5693.9,5777.5,5883.8,5975.2,6057.2,6135.2,6400.5,6482.9,6604.2,6675.9,6757.6,6870.3,6962.6,7050.7,7131.5,7353.2,7512.5,7647.7,7722.1,7807,7914.1,8008.2,8097,8176.1,8431,8511.6,8630.7,8705.1,8792.7,8901.4,8996.8,9075.6,9155,9386,9536.7,9722.2,9880.6,9992.9,10075,10158,10408,10482,10600,10675,10758,10867,10963,11052,11134,11365,11530,11664,11738,11822,11930,12027,12108,12188,12636,12805,12928,13022,13100,13349,13429,13545,13620,13703,13814,13911,13992,14072,14377,14539,14738,14896,15012,15097,15179,15439,15527,15646,15721,15807,15917,16013,16095,16176,16422,16571,16754,16923,17038,17119,17200,17463,17543,17661,17735,17822,17932,18028,18109,18191
