l,l,l,l,l,r,l,l,l,r,p,a,c,c,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,w,y,d,d,d,p,a,c,c,r,p,a,c,c,x,y,d,d,d,p,a,c,c,r,p,d,d,d,p,a,c,c,x,y,d,d,d,p,a,c,c
1789.6,1964.3,2120.4,2286,2456.4,2986,3154.7,3314.8,3491.7,3687.6,3837.2,3965.1,4037.4,4116.8,4288.6,4361.8,4433.2,4540.2,4641.2,4711.8,4793.3,5037.8,5183.3,5351.6,5424.3,5495.6,5604.7,5707.6,5778.8,5860.1,6089.3,6236.7,6398,6470.3,6544.4,6653.1,6756.3,6836.6,6911.2,7152.2,7301.8,7443.6,7519.7,7595.7,7792.3,7937.1,8070.9,8143.4,8215.7,8326.2,8429.5,8501.7,8582.8,8806.6,8957.7,9101.3,9174.5,9246.3,9353,9460.3,9530.9,9614,9916.8,10071,10237,10312,10390,10581,10733,10862,10936,11007,11113,11222,11294,11377,11696,11848,12015,12089,12162,12273,12376,12452,12532,12762,12915,13050,13123,13197,13306,13413,13488,13570
1858.7,2030.5,2179.2,2348.9,2522,3026.8,3214.3,3380.6,3552.3,3743.3,3905.5,4024.3,4111.5,4187.2,4337.1,4413.4,4498.7,4600.9,4701.3,4786.1,4864.2,5099.6,5257.1,5401.1,5481.3,5561.6,5669.1,5765.7,5851.7,5929.9,6155,6313,6447.6,6527.1,6610.8,6718.4,6819.2,6882,6959.8,7211.8,7373.5,7504.7,7577.4,7658.9,7912.6,7991.6,8121.2,8198,8281.9,8390.7,8489.5,8578.7,8659.8,8937.8,9020,9150.5,9228.3,9312.5,9422.7,9521,9611,9688.3,9974.7,10147,10299,10382,10461,10710,10791,10917,10991,11075,11183,11283,11374,11450,11760,11923,12070,12145,12228,12338,12439,12522,12595,12894,12975,13101,13180,13265,13375,13475,13558,13632
